,fid,tf,nuk1,nuk2,nuk3,nuk4,A1,A2,A3,A4,B1,B2,B3,B4,y0,y1
0,0.8104151627106865,0.1,-0.32946970668714093,0.4137868937986079,0.25503817064880296,-0.16208670909813128,-28.886145570354117,-6.817690936245544,-2.101631681262233,-2.9429333205996033,-28.99401309507627,-7.14149267824321,16.042282504585952,-37.53994665834699,1.999999997739936,-1.325026657793545
1,0.8112011899383512,0.1191919191919192,-0.3353453850793007,-0.08134095339854253,0.1896924164798396,0.4428508922273483,32.66614978636437,13.380681988540058,-0.6683257742034651,0.9509114683842366,-17.880168590717574,-1.6954565028240758,-0.19432103774688897,-2.0334725940411245,1.9999999954072618,-1.311634377278832
2,0.8121297154620191,0.1383838383838384,-0.29949322561369907,-0.32532846529979786,-0.2351689096428654,-0.2699868380992384,29.85487794070603,3.6252253759564885,-13.861009786081162,-12.77113484234135,-3.111675372460304,10.359907701004909,4.734240656914378,-9.070604560764743,1.9999999999550178,-1.3036201856264769
3,0.8132095539709514,0.1575757575757576,-0.41611505351691214,-0.4016085815610523,-0.12205225730609293,0.4921272687665016,-2.1518408458928455,3.6635222678028914,21.101344822959906,18.710267352568543,-8.12186451487672,-44.3448300822731,5.035058725192673,-20.680817928422975,1.9999999997914228,-1.302800996687981
4,0.8144376925852661,0.17676767676767677,-0.13548960332246196,-0.22043714906402367,0.1465196003194723,-0.4250298852819193,-23.68552030087387,-7.568792537037251,-17.36196254479637,1.8808254511001217,-10.372590514512716,-9.2516583028786,8.204785602961852,0.5239892728208491,1.999996604469864,-1.3340307573463503
5,0.8157290196552662,0.19595959595959594,-0.2501288803920463,-0.42725886499984256,-0.19359196071622686,-0.34690575460255213,-19.789598320321822,25.80027813453709,7.810816737473363,3.402734313614905,-0.23671501327475158,4.372898012091866,9.45266479838466,-1.5039721058917856,1.999999998156396,-1.2987524536165407
6,0.8172491136978973,0.21515151515151515,-0.24901876600563022,0.4308687184090306,0.459543813068673,-0.4344924483765302,-17.080154169790582,-25.71355521026303,0.6046015787031704,6.994506347717609,-4.3029169158824825,-1.767941803611901,-17.237391805274733,-3.5068718832474293,1.9999999429602293,-1.301092003120786
7,0.8196887877168171,0.23434343434343433,-0.30982514635220315,-0.21993045828848534,-0.038914102168165154,0.3466672594581477,-198.9300753589239,-154.39903565633784,-25.804507043173118,35.4646696260176,3.9226189623360597,-62.84609715067998,27.62909873884111,-3.5954083960236036,1.9999922363673828,-1.3907558020917565
8,0.8214117502138472,0.2535353535353535,0.4960007463747572,0.024517499980094226,-0.025908240717885223,0.10800790114288805,-132.46006976886386,1.1213470555596374,-155.9826620500707,86.4146201320012,51.04905285908261,199.99994477226502,37.11527787773596,80.04180924530671,1.9972392084823445,-1.3315489675408732
9,0.8224444655805585,0.2727272727272727,-0.11344819650739435,-0.40862041883288913,-0.004274325451869454,-0.1569552214373453,-9.275782073391035,-3.7778859299942487,16.325583768118378,-1.7056373355206251,9.064443347352057,2.9763173395686118,27.774698733990977,5.203375137599478,1.9999637570716762,-1.285950419951722
10,0.8246920427719983,0.2919191919191919,-0.35200192982704426,-0.3118122280787442,-0.4586398587716498,0.053397435586149844,-9.89713735643749,-10.108898700231707,-29.82883530965923,-8.397463303506134,-17.637752850270417,0.42331530461616923,-0.2317744587087779,3.11942601912083,1.9999999965833917,-1.2880730983269038
11,0.8267184994574268,0.3111111111111111,-0.26262181366625137,-0.4337811779679258,-0.0864460896509025,0.11437284685087534,-1.5062679792815656,-33.14029709722204,-1.9445006630021555,-16.312346434232502,0.2606340198136545,0.7133539634802032,-5.491509001059498,-38.22761806102168,1.9999999157515975,-1.2848732657122768
12,0.8310141578356943,0.3303030303030303,-0.08629261289466861,-0.3110496891702672,0.04546560256854548,-0.3608078563909505,-7.202622070162873,-199.9999462947471,69.6907092943101,-0.060844555840443064,-8.511899684530011,162.61495503689196,-7.704082825810472,21.625756880087152,1.9538281029312337,-1.4260968378327339
13,0.83076557106795,0.3494949494949495,0.12475848054894634,0.10360345158489181,-0.4400758986215382,-0.4297674877030828,-5.202997817587602,-0.8424106703994436,4.0286674682485,-6.097685285218711,-37.9509104187942,3.8110013598575057,-37.04339739970948,13.369946978353571,1.999999997890708,-1.210049294979384
14,0.8334549480429294,0.3686868686868686,0.10438930997385443,0.1515434800152783,0.2749777140924683,0.27222290934085325,-10.230880988782474,-3.520420556784047,2.900152060847198,8.239364061846272,3.793565115194527,-31.34936874684071,2.3815372442508425,10.903278012101921,1.9999999986907686,-1.230474246767168
15,0.8360454907116698,0.3878787878787878,-0.17463364810593585,0.36710591576104523,0.4846685237148297,0.2376148307992798,24.003412423081638,6.800703844288266,-17.93105432874429,-56.02140258900386,-61.01372855583608,35.09413776214065,-12.84404157418664,11.880545583722498,1.9999998304972328,-1.2065149953316587
16,0.8387049282116951,0.407070707070707,0.18261946068657164,0.2372412611043634,-0.051269090610000845,0.37173974721622105,-1.3650191554625026,-0.46051946836997826,0.2213130686897825,-0.07422969977142663,2.6107648514606554,0.04420781285354122,30.167292312984056,-1.374277487738373,1.999999998366997,-1.207527207592539
17,0.844073150492489,0.42626262626262623,-0.1295136845070387,-0.33091368664132237,-0.33815491191564917,-0.10367050670474842,-162.18234684321192,40.802367316551084,-29.235028751695978,44.48949862719411,-2.881525431996497,-65.68140916276144,-13.95433856059553,17.246353932284322,1.9999254050516004,-1.516700761653503
18,0.8476684661566243,0.44545454545454544,-0.05431884054690195,0.20665571691510742,-0.17346002900060653,0.2225765371626498,-154.71873204537889,-36.766592046587526,-53.441906341069966,-56.021421399514374,73.94323351100687,-37.89285371832292,45.05950031827047,-65.08662065113228,1.9576094009732892,-1.56725048567524
