,tf,fid,nu0,nu1,nu2,nu3,nu4,nu5,nu6,nu7,nu8,nu9,A0,A1,A2,A3,A4,A5,A6,A7,A8,A9,B0,B1,B2,B3,B4,B5,B6,B7,B8,B9
0,0.1,0.762724520550205,0.00028377250197789583,-0.0033580919828668614,-0.003513478410057413,0.0016920324610831994,-0.003114876951750597,0.00376861216804271,0.004361836416506352,0.004490755392417773,0.001970204053473308,-0.0004894364106953087,-0.911864114113224,1.026526425161783,1.3023732720759953,-0.7554096977327761,-0.8507873291962769,-0.35869609094065985,-0.8191584514287944,6.0652490622381645,-0.9069731635525645,-0.862283887095121,-7.231098788940981,-0.8761181615952947,-1.6413167887236624,-2.368013368686852,-15.714859501200916,-0.025043476314905673,0.6094469153386807,0.7196439729211686,-0.15267441757296946,0.008820321164792082
1,0.1393939393939394,0.7629270904024593,-0.0039297010961507175,0.0020961153040156546,-0.0009026844386905142,0.002007863871732913,-0.0035649240790740474,0.00067158718547079,-0.0049216087567837226,-0.006597093510070058,-0.005469727541266436,0.006621237739713815,0.06175462177216938,2.418800118673812,0.8564175086426691,-0.5949881471061886,0.7664955045503323,0.8778072935329272,1.6761668023020515,0.20522505658603515,-0.8497062833688891,-0.008677165262956709,0.014571268252442047,0.6248049121664855,-4.848781871708066,0.2810945000580086,-0.6948476139156594,-2.553515090294991,-0.88098052362766,-0.05905654153278602,-0.5004405178839364,-0.3753164417744289
2,0.17878787878787877,0.7639745550299848,-0.008378905291268696,0.0059946836916552875,0.0039538041621390106,0.0040261782840881385,-0.008074586132615105,0.003334829858135841,0.0012198068703305595,0.00753172457288976,-0.008402581322028738,0.008534946832093642,-57.40828576872361,-2575.4051828604597,478.2255823082982,13619.154658004332,-1731.7435959678892,5096.6502500049355,1944.9519284647502,2438.2277867883877,-8874.098957161046,131.20863177578366,70.43352955450933,-464.95721340522215,-757.4251501810587,-789.0077777490834,48.76360243192086,-832.633979466026,-274.7181525384374,-4732.845477521258,2161.225982655896,503.71532917545096
3,0.21818181818181817,0.7647472171124139,0.00604624603064326,-0.006475012337246712,-0.0003635105351386296,0.006248695947239497,0.0027954379726808478,0.00015555171925198184,-0.010177221551896166,0.00040422721296043813,0.00751049168391447,-0.0031005064815030478,-16052.023430109793,839.156350853968,-15251.867754994444,10138.777995925491,10624.583600067524,76.75935870530867,-7847.655768117476,5675.466094700614,162.40732210471086,-2721.6737351245574,12812.366489722353,-2489.2318903341,-2713.941324827224,27422.42657174445,-5588.75593125993,-8433.684558544956,-773.5287186285889,-11389.020516278808,2245.010847455673,-15030.750060799202
4,0.25757575757575757,0.7671836981553323,0.01282028865616373,0.011319454350878663,-0.0015180396229078227,0.011596451750928126,-0.004354978692010162,0.009780489017930022,0.012256692973386957,-0.003218023774905964,-0.008412783676764391,0.0011918245205920293,-137.08079717706022,-602.0484344979116,-126.26092113702327,354.5530770556709,37.71365366562492,2574.989184707266,10064.38276891191,-482.2708595053019,-549.6004672119448,179.72075325330394,1.787284232269399,108.7920793566925,-2008.2752655977665,-1215.1298078033058,-4291.506203341048,-75.43834968877333,-87.45883670312348,-300.19145685810525,5318.438925783495,-1377.4826689271408
5,0.296969696969697,0.7688722374798015,-0.013209441469282827,0.0060904403557837375,0.0015791662253066315,-0.009864131321498402,0.007055398547017537,0.010240856997616886,0.004129332313694006,0.007245716553781967,-0.01379952180729801,-0.0054779894128683245,-152.69414585942496,-669.3560180386764,384.9060988192455,-15.401389784906925,763.2708730141082,420.8936283984459,-267.5093792754369,2038.9318016086422,-4869.882961916712,-314.67527762177576,-378.916709996751,-408.35248986906095,-315.4241321803356,67.04591429130348,-546.2726512128556,6.784657969918139,-440.4877135179413,-895.6162762503507,115.22584242665735,-163.73060155868043
6,0.3363636363636363,0.770833900630842,0.016725087594256498,0.012750297611223418,-0.01680542412577095,0.01356773364192682,-0.011383602899290145,0.014176746624091869,-0.015298668899987086,0.011317121096744324,0.013598084039950015,-0.008125323500892352,-243.06618654343805,-400.5115268046337,-785.6961122253441,59.55021380513761,-3164.4441952578427,753.8253889214295,540.4432779719648,1089.869583535386,-770.809297703014,-3968.8385693387945,-310.1206684404716,-482.5587145956721,-3.211272438349236,803.6818222846462,0.2016943584722274,-848.8174775598693,-13.2019197357758,409.2900366714797,-200.48371224478223,-1553.2916681808897
7,0.37575757575757573,0.7735039479147929,0.00891798902927444,-0.006075783765788315,0.01289516056460673,-0.008912397958689408,-0.012893420537935246,0.017062398818023936,-0.008723985996775766,0.015715298825280367,-0.00819499218168602,0.0074426564675677594,-49.12935501668309,582.3411266924256,-755.6647981742888,-200.01611384379729,-566.0191434941228,975.5194408023406,-4550.024986624187,129.6073643407959,-229.59290099358793,87.83543809449287,250.53634003533858,-382.0876184967781,-62.22059431680405,80.94295222330487,-23.631638255544342,-22.941049595114194,-221.48268971442985,-1178.9046728142152,-212.78174525084256,-3.570285578806051
8,0.41515151515151516,0.7767158588219144,0.009013425989255936,-0.018548258649495702,-0.004806024660773268,0.01239196785178763,0.00446963057853653,-0.007905635699421244,0.016096696337857132,0.0027116543344904856,0.00541231318512044,0.004507021193959665,917.3830105674131,982.9751694954733,-60.02594563802856,6353.314518164356,1322.2265938058974,-118.26732836657172,1154.0674620440896,2965.9309999112484,171.00001509905024,93.7543408408549,-520.954280115607,1798.1276747641407,-355.64670329997034,-86.55146442059855,-908.2494979872029,-561.3392275556586,2418.952828560554,-2377.194487016368,-582.0638415412848,-620.9339760670082
9,0.4545454545454545,0.7794625319167192,-0.018423105377625357,-0.0014821071225724824,0.018544251227649404,0.020327654995558175,0.00801735478973756,-0.011414069932291411,-0.014293097255109808,-0.016367328031599064,0.0018461495365626767,-0.002762829941589525,-94.71060037169086,-53.04192742463201,-5.7576884278982465,114.57681428684543,266.1815503842503,350.78888504494614,-2633.142134357967,-778.7246314199668,30.7660980091619,81.92235893576415,-1126.8885476641544,85.20245375838242,-124.5522039751365,-168.29247449637433,-43.7355015783119,306.3657971847741,-314.4242075205903,-30.46671397555325,41.689160299884165,3.249020182555035
10,0.4939393939393939,0.7826603176560307,0.014562442893994085,0.014309202007637425,-0.007123983483578835,-0.008630225032804419,0.007146351226875236,0.012780578959170962,-0.0062129816963914985,0.02065934030909884,-0.013619326020714969,0.011254958104452768,740.1749710064689,-182.91682510989943,-6.216342001766061,-344.5247946078214,-92.89336598656722,287.6390414471138,0.5006032814003254,200.7228146025344,-1540.9760565534532,262.6975783228822,-119.38169331206414,144.44574190208075,129.96984759176684,-420.0835939312877,-137.8881895006486,20.367706840136325,-88.62163478485924,-76.95593740609337,-47.8366468484768,-541.2850159542743
