,tf,fid,nu1,nu2,nu3,A1,A2,A3,B1,B2,B3
45,0.46,0.9950740369505284,0.3716896601044156,0.9050189186306103,0.017109853987935297,-1505.7838702818985,-9010.869120883559,5482.210270399478,-27325.649668526974,8312.365449749119,3984.0743973840576
46,0.47000000000000003,0.9933805622715798,0.7330583309718745,0.6327008729591794,0.008408624508185247,-28809.85576966307,-2078.5476522309364,8252.749715821765,-32.40797012323727,-16957.21160375019,5177.322406192546
47,0.48000000000000004,0.9963508953117187,0.8320555480270003,0.37958144925068904,0.4214718756445325,3721.510774626985,-38273.500204479875,-1073.266890604568,-7977.686804525354,-3551.691036240964,-26793.82917722886
48,0.49,0.989820785150354,0.9330608938429741,0.4526700267066267,0.9958086100427117,-6182.101044599681,-1722.9238398887876,-7338.652969325474,7581.1577138895145,-509.43884488201013,624.9003023087538
49,0.5,0.9937959993749409,0.4041383731176508,0.194380762395442,0.7670572905989491,19.436081024906596,-551.8641252997259,564.4360954512756,-9732.782161742603,-3552.0146383546207,3263.993255810472
50,0.51,0.9962132482961062,0.63236204188744,0.5549797529298038,0.5725908839774181,-4770.655736517883,-3822.2371696078367,-12883.355931083763,-4068.336799444047,8375.621386438383,4807.429728693742
51,0.52,0.9971476985134807,0.8777096706239783,0.3708240022148538,0.4431790016102384,6928.046123708708,-30541.619250105636,-2200.8593699415314,-12619.319774596557,-1720.8548867050022,-15087.444369532008
52,0.53,0.9971803308777547,0.6452317401505542,0.7073490321187588,0.25949176520566564,-4027.882500533326,-8456.215413155716,-11672.788222373156,-3832.250626456158,-10121.280462264358,-1639.9489626770608
53,0.54,0.9802055486875242,0.29312548106534,0.9164952002401573,0.8883719862092777,-2008.2353256825947,14788.07840782048,17502.487803012726,-2465.523872862703,-5661.327971724168,-11335.401857143852
54,0.55,0.9963548174010964,0.35030742593629016,0.12952669033427522,0.7654700575820121,-3679.4579814299213,1177.214242576554,4576.71775726263,-19803.177333625892,11592.284328343541,1291.1902321382363
55,0.56,0.9967681146956231,0.14519096158084888,0.9852397447582245,0.2981445941269891,373.2263295435623,-843.8055293927383,-6934.200979279735,-321.21059709581857,6666.5803485220395,2527.0076692158314
56,0.5700000000000001,0.998082200869187,0.7229348927788313,0.7503123118595718,0.9036818079536239,-13324.91750705034,-10111.323283889007,-4471.750622959972,-6707.266267632706,-8947.807023477688,3532.4461327090394
57,0.5800000000000001,0.9969303696233378,0.4271625694584209,0.11373123927545425,0.7843313390523488,-397.37418110588465,283.7754296189803,3497.0329195944028,-7032.084128954761,-1044.4522175020688,437.42101606923575
58,0.59,0.9980115808412316,0.45353654270517485,0.6644372923184392,0.04431062485062409,2129.5419143976005,-1693.0668096305117,1875.958250230525,-13489.125569304819,-7302.460679205063,-4839.9492827354325
59,0.6,0.9955285250191965,0.35649720329098966,0.2725329548048032,0.8737895068187669,-210.7962754365666,-317.9851885219715,2640.0319350845007,-4545.802835463899,-1681.682665363881,1433.388467568126
60,0.61,0.9946502378140933,0.5858748512709165,0.17187398213863814,0.4319390124947172,-649.9307781956911,175.92226020396146,-982.488885744483,-191.06534219151573,-3691.582884628246,2451.749910045391
61,0.62,0.9966867532932648,0.27584171533474344,0.18750480998213648,0.07331949219209877,39.79673593671791,-23.890127980873384,41.4501655950132,-359.6600509252035,-6613.769289541158,804.1544078403974
62,0.63,0.9981979698940798,0.7589566425877038,0.1655919202467745,0.46232947642398603,-7044.996955124562,1368.7573343106872,-3913.307712491453,-926.1948935856524,-2523.6113562506976,-5206.486000543736
63,0.64,0.9980167212973803,0.9573762505842343,0.9523505395965645,0.4302675807555346,-3691.311276267599,-4405.215768007193,-6873.001463056863,6155.69528619333,501.4596329444067,-1623.5857842396263
64,0.65,0.9983426453376617,0.610346258564637,0.7411248177386824,0.3896600486585041,-6162.19098027696,32.56175142805352,-5675.986449919738,-3874.3189899139675,-5864.9915679597325,-2853.31745870594
65,0.66,0.9979657877512568,0.8988115661406895,0.5422604700475223,0.516421706517383,1298.3829622347598,2362.8142332487664,-9746.642786124063,-7406.533798946965,16333.804207782025,1326.8485620512304
66,0.67,0.9983196717006909,0.8950399685266474,0.7369585568817973,0.51069171937985,-5554.206785657829,-155.19725726375947,-5014.170124555194,1775.5713443302404,1922.7909343188255,-3776.5148918787672
67,0.68,0.9971547288148058,0.7295431827416132,0.3967945816618048,0.4322997890711383,-1744.478256493426,-1751.109703326627,-1292.8032196261977,180.41194174803442,2.2129784195299353,-143.67829436684747
68,0.6900000000000001,0.9978841131150668,0.7916242459424407,0.701516842788726,0.9625565623951522,-3919.768608677128,-2112.1298757100835,2.6485248525815273,348.6987019183236,-447.9613146436615,-909.5308730547075
69,0.7000000000000001,0.9978749669046606,0.08578389893086247,0.7643318721803574,0.6486330657584828,-2085.020304261852,2559.717062117555,-7377.259348052341,-389.82671405531556,7343.1168178677435,3095.5130621210105
70,0.7100000000000001,0.9974136835701894,0.744368933694205,0.5032999536616818,0.00023133238471984008,-2735.6896871954923,-245.10514021899223,4963.780564674865,-0.07460157955186003,-555.1551971051463,-67.03840909769607
71,0.72,0.9983207327879524,0.0032301010930159135,0.38711741477990946,0.6598621894761159,-19886.627761791136,-2920.0685500132686,-61.56882027540698,406.76765977358525,-66.48154923539968,2233.8724243185825
72,0.73,0.9955457867302192,0.9497216986415534,0.6929442526981902,0.9613622398522926,696.9604803276294,334.0365481273821,-1479.6666010507313,1726.173299757565,3211.582364395493,-1714.020725029912
73,0.74,0.9979879628311236,0.013380721637187176,0.5221301357932348,0.6461080312914989,-13540.732909951868,-907.3484748708803,438.7868028507935,1278.6139710136476,3836.9902236748767,3334.9812629278154
74,0.75,0.998497299471618,0.012182113046934506,0.9067589837110035,0.39782297323359017,-825.1609948866966,-2914.6037713901983,-1564.4352654784345,-437.67664462750173,1225.6050471322674,2790.057660106118
75,0.76,0.9978511369565046,0.8086385807452804,0.8405091347248634,0.4615459153042738,-1694.223135123737,-875.6317948157741,1251.5579840136386,186.57944515974734,1454.0537380773274,454.69982046409706
76,0.77,0.9982717216438706,0.04579312754544407,0.3232929057809545,0.7990112756867188,-1014.8561249157625,-2069.9711857099646,1226.2003832580922,545.985343943944,-699.0545924114282,-319.9816399296083
77,0.78,0.9984970989098265,0.3244263387270132,0.5605509290273732,0.5886967919007454,299.22940467677313,-264.24778139595526,-1982.7393764017409,-85.88949968489794,3034.421044568055,2192.179848157918
78,0.79,0.9985945378797396,0.6696655374770052,0.47720425415545475,0.6879985563332289,-1581.1031122853208,-241.81329737238707,208.62583313492766,-654.1805546666484,-181.93337645636663,1394.299703552822
79,0.8,0.9987703553923665,0.5235111484410357,0.1316821056984434,0.5264871536592736,-53.95164951696061,594.9886393347662,-1472.091249996657,-1734.7433567116564,-1983.975400054514,-543.8987828753333
80,0.81,0.9987361368481318,0.2587091497650317,0.15065340066991983,0.619268356828872,1626.0147884438616,22.979895989919115,-851.2848848107608,-1362.1332047179621,-1632.213509105533,962.8855944326612
81,0.8200000000000001,0.9981531448149885,0.8827893210911774,0.24392961636730848,0.3502640870470556,-959.2174885489949,-601.6792888131775,-586.1128480811292,509.6180526933329,-357.5561630144452,-678.5365446428282
82,0.8300000000000001,0.9981738906307437,0.6809544110816436,0.15888754734708,0.27638363931340204,-497.2054018043543,120.13308291374344,-797.9942091351318,132.33132080575177,-235.01177474598163,-60.40634542499318
83,0.8400000000000001,0.9984115868689772,0.5693738713182016,0.10914982083689084,0.9377715342627643,-290.4510352315681,335.2241277802804,-834.1882565813552,-939.5880187547067,-946.9104322869537,-1043.5503341946153
84,0.85,0.9985939113523349,0.3782241265842542,0.673500077909729,0.007017438596699566,9.675178901261942,-384.7502711663169,662.8159610758212,-2037.0055817130421,-59.27244500970327,0.7624467097373986
85,0.86,0.9988230292334039,0.5414554380365503,0.8768882227054349,0.20046420025024703,-832.8468221847271,-969.1434582249188,-187.56218802607387,-605.1379419809568,436.1412089605143,-859.6511383942251
86,0.87,0.9988094639423352,0.6057318603609566,0.05213283010335579,0.6482366603958063,-613.2315897229018,384.923766352136,-346.09900937454233,-1067.4442687020332,-445.1177023348,768.8036522848657
87,0.88,0.9979895054085023,0.223743816221882,0.24148427691365693,0.38468860590642373,-190.43872503083662,-36.22802913375243,-141.99822931256898,-100.79715848009896,-337.0867489832373,838.1595195666403
88,0.89,0.9979746987893482,0.01662432653017476,0.25932942692176375,0.4469685085026541,-6045.169432710538,-364.64453620645793,55.818694614571676,192.2492856231422,-718.0308885236363,681.2692929681132
89,0.9,0.9988452353041591,0.17702316831955067,0.8359436808160285,0.30651591069413586,84.11599335318138,-1343.6444101378813,-1331.0901110028644,56.42658804066999,354.10604300945533,795.7790653057991
90,0.91,0.9987346329278559,0.3311430543850452,0.26033484845957133,0.9650617871813864,418.39318424503887,265.63626514886573,-281.8217720564433,-2007.8476886505273,312.9074131029268,-232.69108164311996
91,0.92,0.9988342060154851,0.10612835116585018,0.2273449628647909,0.6968365339943882,-70.52280165379459,-613.1466327585722,229.1517719072809,358.00923675430687,-1212.5335597182002,632.170814351442
92,0.93,0.9987195201329346,0.6016271341585755,0.09911836924916517,0.9896119860542368,-444.85705326322153,217.34582425443278,-380.1267899345604,-542.6053513748749,-380.16732330088314,-96.23535771879885
93,0.9400000000000001,0.9989254682832228,0.5061206203705815,0.11786124930965569,0.5668602559838035,-81.89197297097968,333.85980035699583,-771.7365271928044,-915.7954215742229,-774.0404095047376,91.66241445901237
94,0.9500000000000001,0.9982053276684941,0.7308320854583767,0.814130517816523,0.4956784120746095,-669.2552701431985,276.6922304362004,20.349870690382357,8.865519929054745,154.86041626809626,49.31754521987346
95,0.9600000000000001,0.9985997554566193,0.7640518056836765,0.19112304516374867,0.5681126342934231,-738.9010858922666,0.2222128346186278,0.06988132192033737,1.6640761599404528,-2.8290343750418803,3.377490386964562
96,0.97,0.9983434733804142,0.0753254043051057,0.5541381786731574,0.9899171026000647,19.115981332871993,-45.73455088109987,-601.3340815497202,-33.80258284181824,813.0585199827742,108.18195222915223
97,0.98,0.9985428244894807,0.6920988345594614,0.11836840439502072,0.5579318742932486,-654.2609602624,204.02401444583717,156.70544360073276,7.769873156330077,-76.74376688019598,125.70177395623612
98,0.99,0.9983469625688243,0.48918882999138824,0.030863044530076267,0.3866026474904666,-87.4119767538534,73.87014567959028,-38.467264129630884,-98.47635836025552,-59.828180740864696,589.4420020516492
99,1.0,0.998598887632084,0.9460206359000294,0.13339487225424906,0.2783749081358424,-186.76946906437985,-64.60869603260375,-334.289886165518,260.1212754969088,4.52663230232448,-20.512788105534437
