,tf,fid,nu1,nu2,A1,A2,B1,B2
0,0.1,0.7628287264465015,0.006543944520940981,0.9765873895489019,-69.9619287708437,-450.27799218698533,-218.28621472939238,-15.241757275626956
1,0.1393939393939394,0.7630112929813371,0.2800638718841093,0.9850159227378623,-39.27336827856521,77.58354712964791,-795.1043562425754,0.015533290423719903
2,0.17878787878787877,0.7633870354740759,0.6015222447932893,0.8329078513832604,-851.2360922444789,293.1519990138779,62.87823277424462,-2.565241012696197
3,0.21818181818181817,0.7633649711576704,0.6780327619609248,0.9686961423334378,3.238926108561679,-12.353832860111527,-175.140729753836,-0.6767878464663389
4,0.25757575757575757,0.7646968032921289,0.4668278878419482,0.8968257908037157,181.41093792264394,862.693706966098,-615.129630814253,-36.288039905083686
5,0.296969696969697,0.767862067425086,0.6376006289101053,0.44487531413533177,-43.40581986376429,-764.9068254042995,-386.32686938787884,493.33730631314944
6,0.3363636363636363,0.77137201872822,0.8888500712099866,0.2697131323550904,-851.8233726085316,-724.0913361971235,-712.8935855845233,3.515326501415651
7,0.37575757575757573,0.7771236265355542,0.6777645993751503,0.7243715685733284,-1387.6518787191121,-864.9279736697374,-973.4288935225388,-360.7122611206664
8,0.41515151515151516,0.7751436070789567,0.4717392045069242,0.327485326984148,-14.758046469697497,-340.0805104053537,-497.02610504591144,-133.39641529260282
9,0.4545454545454545,0.7803273768925977,0.6173664126431428,0.07878178958157689,12.91318620626614,-396.80498474393266,-950.1850507333827,-367.4101974450384
10,0.4939393939393939,0.7809065322743592,0.18626676966810507,0.6246482676047246,569.1941562320533,-221.82253370110539,-599.7443549934386,182.43032906930108
11,0.5333333333333333,0.7714281025296306,0.37514228219015644,0.9913746347498479,39.41773286580365,108.36233964992817,-133.33138782487657,-198.49269927676576
12,0.5727272727272726,0.7823875183776452,0.9490331060356424,0.6421825402678205,-325.67415906163217,48.38283541426824,9.72108813399722,15.26874348167733
13,0.6121212121212121,0.7944144580717521,0.9325773885601287,0.6924331831927255,-326.05676675298855,-255.22411318007738,256.4334128455988,8.127497706518284
14,0.6515151515151515,0.8069666016166577,0.4574111558385493,0.41124033220102296,-466.4373359924357,470.38910970633015,-965.6713234996508,-439.0158351805231
15,0.6909090909090908,0.8238540260300398,0.18670729161380095,0.5364209421624317,1716.995040492735,144.75091194818253,-1502.5891608415682,-449.08310585259073
16,0.7303030303030302,0.8193828258493496,0.29183083995589587,0.9306924904320028,294.2421139602662,-8.05308860453503,-551.4495590703784,139.2107538444082
17,0.7696969696969697,0.8078123782190604,0.8766639324830474,0.9145148048309395,-219.2657531548864,-12.410706040065579,8.34039596629621,24.910803376875844
18,0.809090909090909,0.7949162426058733,0.06637507706618218,0.7043803878965843,0.9438304727903262,89.87000084499874,0.29674295263953143,99.04537890659603
19,0.8484848484848484,0.8169160772699037,0.6494890269169367,0.015121457022344464,-152.13660754741073,-33.70179884270908,-109.81890716296414,9.871301472867998
20,0.8878787878787878,0.8402664107749338,0.05557929645330828,0.29235714008965097,1965.01294253229,213.19655360439072,-607.992718543059,-106.04833037670394
21,0.9272727272727271,0.8333697501804846,0.7723633047057216,0.032968999623947504,-100.09526949789559,85.19641495837823,-129.377875116762,-97.18118766009331
22,0.9666666666666666,0.8387982895402458,0.2676187130065055,0.09867087645522554,50.168320620874866,141.25555657871686,-206.13496747203033,-50.690898128971924
23,1.006060606060606,0.7998265049071539,0.41535904049215977,0.8987955409460786,6.731577468153971,16.55517632830717,-19.858766107688297,-71.91895017903991
24,1.0454545454545454,0.8529471800088745,0.5725826761201936,0.2276433963935306,4.109828144512928,-142.71963408682984,-303.1027707211982,155.91147794530332
