,fid,tf,y0,y1,nuk1,nuk2,nuk3,nuk4,A1,A2,A3,A4,B1,B2,B3,B4
0,0.8745921237162911,0.1,0.0,1.0,-0.3769754424585706,-0.397388821734199,0.29080200523002164,-0.06657273460853963,-199.9759510173951,-199.99878564795736,199.989443682646,199.9725145675915,-199.9980659147818,199.99852566888976,-199.9836856932349,-199.9998328096906
1,0.8747008337747637,0.1191919191919192,0.0,1.0,-0.25225214706538235,-0.38690952723936733,0.025299997158003462,-0.2410514238501147,-199.9765407822083,-199.9922815257177,-199.99195931035968,-199.99990996530772,-199.9765719687708,199.98642923103952,-199.99996738107603,-199.9942016478424
2,0.8747970361725967,0.1383838383838384,0.0,1.0,0.006069203687033564,0.0932878884863616,-0.10442910065517153,-0.11033613549414911,-199.98812797197886,-199.99618694351452,199.99719846836442,199.98938866829394,199.99996533099338,199.9965544853905,-199.9998128467912,199.99697443062263
3,0.8749486698616666,0.1575757575757576,0.0,1.0,0.052774098997447894,0.3462566293286522,0.1569122135898361,-0.4736834077836455,-199.9912382659986,199.9774992244458,199.99853022242834,-199.98534884459198,199.98450291727147,-199.98815779475234,199.97919111220736,-199.99970752095896
4,0.8750936634000761,0.17676767676767677,0.0,1.0,0.2950180247666204,-0.03937298942583756,-0.15943936313232154,-0.06029850635564937,-199.99824441882063,-199.97990995305852,199.97846816656943,199.98468992499824,199.98740935155038,-199.99448052012065,199.9974534562392,-199.9751247957805
5,0.8754150416362937,0.19595959595959594,0.0,1.0,-0.006182411454752734,-0.2826412026759041,0.44116358027299984,0.4401808792563996,-199.98671611040697,199.9998856147568,-199.99965181889382,199.9867111921333,199.98859326042432,199.99315118338873,199.98268684258235,-199.9986334618186
6,0.8755348759534946,0.21515151515151515,0.0,1.0,-0.07044764858146169,0.29418474553644103,0.15527459536505117,0.19863666518564282,-199.9975358257407,199.999803813442,199.99335090091034,199.9943066732704,-11.980210745867748,199.9923644446965,199.99667183467352,-199.99258654914107
7,0.8757828320298287,0.23434343434343433,0.0,1.0,-0.4900144809397884,0.22334164844107063,0.1511577190904223,0.03610320640160869,77.74106988722448,199.99992623128387,199.9998310347307,-199.99996959007814,-199.9999697512175,199.99999556618735,199.99992998098708,-199.99994864526826
8,0.8761867944017169,0.2535353535353535,0.0,1.0,0.3766078783447486,-0.10578235449481943,0.11792650678245642,0.194209340764249,199.99928190958303,199.98315053599185,-199.98779657074533,199.99087699844384,199.99692512380622,-199.98099127232223,199.99611163330658,-199.99322292924032
9,0.8768746218210343,0.2727272727272727,0.0,1.0,-0.32272724268856523,-0.11149020442356317,-0.037829008276231924,0.20977605731888793,-199.99860525581664,199.9756348320429,199.9932263974872,199.99292887364663,-199.9958933194772,-199.99472816288815,-199.9993706253852,-199.99968980771703
10,0.8776084073703795,0.2919191919191919,0.0,1.0,-0.17781534894281714,-0.24172449635167703,0.1570099950791819,-0.31567833881820273,-199.99988616123895,199.999979332517,199.99981244149666,199.99995070111814,-199.99987030765044,199.9997925657822,199.99999916017828,-199.99999551098844
