,fid,tf,y0,y1,nuk1,nuk2,nuk3,nuk4,A1,A2,A3,A4,B1,B2,B3,B4
0,0.8745835361801612,0.1,0.0,1.0,0.1676120313772842,-0.09862412413525612,-0.35249391744809966,0.46816673419940547,-198.34846795973044,74.28674379751303,5.545054751617931,192.65069615977507,199.99971707592675,-148.70013166725676,-199.99991081577474,94.60216346998354
1,0.874659873189609,0.1191919191919192,0.0,1.0,-0.24400434500521984,-0.0802623404410594,0.08786484455681653,-0.22357644730690607,-18.52991754155363,56.04475231939489,-2.423877859472829,6.624583280904657,-199.92682174205913,-2.7859125875262416,199.9990631833217,-94.40116880184712
2,0.8747675480390426,0.1383838383838384,0.0,1.0,0.09165258002180898,0.3651798724782799,0.4745733015198961,0.07121780466789751,-198.36942835427743,118.46746614471552,-67.31022017395105,199.99998332668076,48.16789368417159,-122.23226092208301,91.28949712998272,41.20114909853362
3,0.874894679028006,0.1575757575757576,0.0,1.0,-0.2191959604700504,-0.10967359558357315,0.3113543024741716,0.24037291903962343,-199.9917947379486,199.99994269011518,-54.901951372570636,78.0497563686535,24.58473810345728,-28.086310027585586,17.519460455300333,17.999643081347735
4,0.8750821326201323,0.17676767676767677,0.0,1.0,0.37173280813636245,-0.49330118388212285,0.02438067122480969,0.41625837070364025,94.81710953333219,-198.51042814578938,199.99989898834855,41.575113169176106,47.2272903283366,116.2103034684427,-120.02765197328654,-112.68715136738723
5,0.8752232739200865,0.19595959595959594,0.0,1.0,-0.24834437197967063,0.3100532326385037,-0.24148286382090656,0.3817901649775932,-14.257744222546478,82.06760610357651,-13.663090821503843,-3.3593828148941167,-199.99012278545433,61.33836765451687,198.61463390038443,-113.66153169074192
6,0.875407743938507,0.21515151515151515,0.0,1.0,0.4001228934839649,0.09330797864398255,-0.008035882811026518,-0.31974726526570363,71.48981974799766,-6.798651747159338,-197.52649674559854,69.08085799035794,199.99999845557326,-13.283610114191083,-104.31409637811063,-20.66125606424626
7,0.8757944729196531,0.23434343434343433,0.0,1.0,0.16359603560957614,0.21250313287742362,0.4580611446782449,0.022964621771872085,-199.99992987950816,-58.85303314159046,-46.24671216412334,-55.89453150300113,199.9999852451084,61.86746897316857,109.6218070781274,-52.213549930147636
8,0.8760253163143659,0.2535353535353535,0.0,1.0,-0.02771894449656953,-0.07142067770408422,0.29564359703161736,0.45801027436942277,-172.0415117725341,22.080182009525785,11.50697929632889,62.311320142934136,79.95252104603989,-195.2309887108336,199.99137468738206,-76.05395454913146
9,0.8764359435360876,0.2727272727272727,0.0,1.0,0.3443757857484212,-0.159308793686876,0.1466580298872836,0.2736720890747678,69.19891848671153,199.52017105070723,-187.16616008234308,-117.95063869263359,199.99999961728173,-155.63375897857574,47.108157297775065,28.177399469076217
10,0.8767978253327188,0.2919191919191919,0.0,1.0,0.016098105565955922,0.4248719203561777,0.1344757867379841,0.03674124778351717,-199.99974209308868,63.64543626533448,69.42844326698795,-169.44176838431883,184.99134815429358,40.166479028116655,-199.79846610466944,103.24645137388478
11,0.8772449388871258,0.3111111111111111,0.0,1.0,0.11652714351718474,-0.146497246320051,0.0331160571531941,-0.36372161000132985,-199.35422695279436,-73.63078780804844,-197.01147197773284,199.99998341279806,166.9351046677308,192.19885912398584,-64.10484393886722,-31.26933818557346
12,0.8782634968319183,0.3303030303030303,0.0,1.0,-0.2012912237907597,-0.24351227790229135,0.13540991274984293,-0.059659687577738096,-199.9999939982926,190.82128635026413,14.412680332133771,42.171403428676754,-140.06651333984925,-28.911445835768653,-36.514599618210234,155.89592285659637
13,0.8785007068374951,0.3494949494949495,0.0,1.0,-0.26571215581131635,-0.28767042816414545,0.4820953762542314,0.20072801686946984,-14.80497728634576,199.99978117112664,-7.807544200081487,-139.4544583587105,-199.98757972765793,119.34896403927254,68.10981915490636,-23.327800122208412
14,0.8786359154906136,0.3686868686868686,0.0,1.0,0.09701274354865697,0.15099267219080514,-0.08261542502439823,0.3178191994744417,-199.98010492695363,199.9999892879772,95.49906287240799,-68.71501068670305,47.84504222984643,114.41886266975169,-118.29580323182779,42.15271887082777
15,0.8786020483053192,0.3878787878787878,0.0,1.0,0.45189658706770364,0.2901825685184036,0.11168175091204147,0.10964307418953845,169.63284867269277,199.99996827332646,-142.52077203505036,-37.82674578050119,83.6616003433285,-50.69190790729316,48.59026908791701,-196.6637725594399
16,0.8805264820247577,0.407070707070707,0.0,1.0,0.41148742111445913,-0.01061273487711445,-0.021899943652965326,-0.015720118855570675,199.99987562051646,55.52898992018177,99.15462200605029,-37.344012086935926,199.8654755532777,-199.34732550209867,-91.62412232384742,-67.54019626816824
17,0.8818272763483785,0.42626262626262623,0.0,1.0,-0.46009372515009594,-0.18387960726866326,-0.31468247988459475,-0.3602418120241534,16.01221928551273,173.76377619618984,-72.836490029573,88.3528043992136,-199.99939440070023,-199.99995140262004,-19.79367899662372,70.0440230671009
18,0.8844464834414705,0.44545454545454544,0.0,1.0,0.2090498522496499,-0.33183382531571837,-0.039360794584094805,0.3948856068643454,-198.7260821783624,-15.122905649427352,16.667208354282096,-61.80069264399759,199.9174239309432,179.8347079582312,-51.647880656409086,-106.9873807941641
