,fid,tf,y0,y1,nuk1,nuk2,nuk3,nuk4,nuk5,nuk6,nuk7,nuk8,nuk9,nuk10,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10
0,0.8745761522307532,0.1,0.0,1.0,-0.04430453787217348,0.34508988290841036,0.07816641362154442,0.05863968221218163,-0.27624432007662025,0.47480843653101357,-0.14221732377885332,-0.0846932795623957,0.4914126519240467,0.4065187162970051,-199.93233843500232,-5.730453355347673,-49.08349633370953,42.20198501273424,53.53432340668054,-9.103973561256852,-1.3016763599754357,7.874271389234744,49.20052488934657,88.07258401216748,-16.268423663466645,28.29932412467741,12.87299200874039,-37.29866717149412,41.98189549416449,9.642601160971498,49.40979600360775,-19.998835612979143,-33.673424325983,-59.48907321875646
1,0.8746651266253025,0.1191919191919192,0.0,1.0,-0.49484111660759356,-0.33743117184350013,-0.14283018343395204,0.4289231762179131,-0.23394522694007913,-0.23387696919188383,-0.4989174241574107,-0.24265043348493698,-0.45441291655608285,-0.3487399642413741,5.623301672088768,-39.577030740717206,22.25670681477898,110.306649085569,0.6917416473565443,-27.397387988146022,5.201439598380048,28.817703842189843,5.69861070478456,39.34130959195183,-199.99600033288237,63.33709550921384,-28.481828668846525,50.65704896822976,-7.161049555637218,10.465062313424824,-11.93457365207226,44.55634799231436,-74.28998392181745,-14.697543585130749
2,0.8747704094709162,0.1383838383838384,0.0,1.0,-0.08766107801568734,0.14191171080223552,0.012743104365673497,0.41038860511992314,0.19320674887531442,0.12272553541961295,-0.49548032058208213,-0.36066771056359503,0.29932003653392514,0.47044827907367015,-199.99829825996414,25.862957468076743,7.749980121060805,38.26232652657545,15.788087990129824,13.510108368272398,30.74834212116116,-10.630507215610209,1.7895064190753631,-8.552840194025514,-102.1145699773374,10.620108242381175,88.756056686974,-28.486415435306128,-40.19968537250489,20.43401821247152,25.00653403504146,27.80965692074514,-27.14962508063286,-32.89713497424134
3,0.874897685281867,0.1575757575757576,0.0,1.0,0.20215477678117033,-0.16594802916096107,0.22943500195791,0.014388015193645631,0.023037038414136735,0.3893121795755399,0.3939298206700367,-0.29409577349662774,-0.4452387141624182,0.3520496345674158,-131.60724976700152,58.919059423187576,41.18001393497569,-59.06173256500958,-156.03950172841354,5.972502761454713,55.527617760217055,43.72085517050624,-21.801315532120384,-15.538721594838819,146.61640936448094,-112.77891519376288,63.745636174547826,0.8068129260699006,18.30614319627538,199.99999954310067,21.137581256022095,-199.91175954384926,9.923990877546078,-25.79871400145113
4,0.8750522365686211,0.17676767676767677,0.0,1.0,-0.3267195020954472,0.19506937930721502,0.08008186376525006,0.06672250800898283,0.03408442913993781,-0.1084998026343269,-0.43005655953705924,0.27453379382362764,-0.1794026005947862,-0.11118883345671271,-33.85819833681874,39.79564077574033,-130.87360602365882,-199.99994309699292,116.06538900714014,-21.81439633951504,71.49159739965702,-3.5085904708910247,7.889584075873929,50.11569111639992,-177.36008995328245,108.57194784432963,-86.95088671228194,-62.1669513369103,104.04344089005474,-93.16234940513961,-18.599274332765546,176.20464647685424,197.88551900313485,58.75234948488348
5,0.8752259151760665,0.19595959595959594,0.0,1.0,0.1583800195554219,0.08807337859950592,-0.4319636719660165,-0.018495216699551453,0.13572115121091444,0.24266597775670207,-0.37186700107322634,0.4451963768332329,0.11690820901705012,0.4230069040167844,-42.228699002137716,-28.813665810776207,49.71581629094656,-199.99993605681505,-2.7484756259433762,-43.084846580966655,30.429131634735285,48.75487324401803,-46.359143195571136,81.5083407952153,199.78796908237433,7.66008877963225,-103.41946643701411,36.21014201040654,-53.83629331353015,18.302118208584837,-7.03615376313391,161.9715786920596,18.07362051861312,-102.72115636906258
6,0.8756034227265013,0.21515151515151515,0.0,1.0,-0.09313822258094051,-0.3577408128489248,0.2903536361171126,-0.25034149329845323,0.16654410207130277,-0.31157887045168686,0.4237102538408677,-0.1599337479557802,0.35494006703976744,0.12904510369992273,-199.40835455576365,25.509451402681783,0.46912153659794953,-3.8739147470390054,-16.059141465170093,59.821114715494204,-45.0407515557232,-51.61171269372649,-5.071085122424068,-22.34222272388825,32.66583933354697,199.99965191896635,57.376877752870456,-13.675977379561559,-58.18866903695762,171.61048137399553,-50.86950860025465,-75.40911272896803,17.230259694812403,-41.375829435976584
7,0.8756721453787947,0.23434343434343433,0.0,1.0,0.3975864477940704,-0.42712715061407125,0.3365646707648621,-0.03081484334854223,-0.026413306758915955,-0.03265390784399291,-0.4940613156539829,0.49023438977210265,0.19461812530412637,0.24066889310911654,79.64570876453519,-199.99998070494163,18.399149097240304,81.98812353147896,-34.32955576617297,2.349942471752755,66.27462403079915,24.284460323914523,-14.839510731402331,-107.03538195643517,109.27099933034273,-23.018032219481253,10.695225148811783,-12.171372377359274,189.95869504505959,-147.0786563843846,8.355816704513398,-100.43987611122303,26.59183354851198,14.598762978385968
8,0.8759896019559722,0.2535353535353535,0.0,1.0,0.3896465995525027,-0.12675955303900444,-0.12176048005891649,-0.47558430192318957,-0.3678657434894752,0.4113221247122365,0.3105777218270055,-0.19960374156908178,-0.023765872644051944,0.08457450775750408,-23.40777714103057,93.22298073595184,25.69634472456319,-181.2509198243217,-25.49933537408688,-147.17462384025026,7.063959088443688,-6.685996871656329,179.28687255641887,-137.6134783601026,176.19401394389533,-199.99127518848016,58.98533366536553,58.2449475412537,59.647936247604164,-199.99903492774575,51.942808864234514,-4.990066541856317,6.120059123450451,15.880575908995173
9,0.8763338943383929,0.2727272727272727,0.0,1.0,-0.3127248295719729,0.3937141862513758,0.02950663849931623,0.05351457615340249,0.2758369551494795,0.18588548624730106,-0.4321369840486885,-0.14419759102649188,-0.07957352798998518,0.3637959240984696,-91.02613577471188,31.76306738316006,89.70806525811356,65.02892224438334,-41.19650519114679,160.95863845849647,-62.701745906108926,-40.37605805508892,14.038114405416938,-22.04225139248716,-199.94687229952763,-15.273416596898755,92.05112339943639,65.0889381588638,22.981531233208706,-13.955063590879284,-199.9971072786861,30.569020222015922,48.04823282294874,-7.171157297434268
10,0.8770240767890701,0.2919191919191919,0.0,1.0,0.10406325660374394,-0.15029352700487675,-0.3842985159912422,-0.2997884288482451,-0.27078537115391066,-0.31566180103321395,0.49581825599607576,-0.11500961551604105,-0.3625408502416514,-0.49001079640103606,-199.99997664289242,49.977355279949705,73.36816105979524,90.70788156530952,24.950816797413275,58.74117943791071,27.72690705824492,79.92035843360573,-157.40485690059654,158.4091090884216,164.36713330263632,-191.73428792434407,-61.848877502445625,11.041024764717429,-121.13866007110686,35.48903956711332,13.837512020381919,-50.45258310645979,-119.65553485472947,154.00554144411808
11,0.8772435266965615,0.3111111111111111,0.0,1.0,-0.34912021002061977,0.037259626102988164,-0.3971041587720846,0.3368027135657107,-0.28964247207225824,-0.06312976571202689,-0.0660074726644273,-0.11895958790902117,0.4998074845193967,-0.4204272723428928,-128.76727510277033,-12.209412075132978,96.04585600241896,161.97890917721284,-82.65696775544222,71.34732816124585,-46.11637761585799,-177.2354845907161,23.7067678515693,-89.61163233055896,-199.9999530856984,125.36878783049461,-1.798817483560788,11.930654591695129,-17.04093189317971,-78.64578948154818,130.1870471047356,119.03221997421642,42.91915244388663,-6.446430531962109
12,0.8778149959781818,0.3303030303030303,0.0,1.0,0.1656474740067908,-0.16369062499084042,0.20682827139571336,-0.3102945537489812,0.3844824003064766,0.373185079901998,-0.26617136410315223,-0.05817608438610833,-0.19463495402534603,0.2774541593880192,-90.69873078900116,199.999837793981,-15.787923620127557,-93.61147833302806,-134.34367565216377,-55.85735910044028,22.146149970827594,-166.56359385511217,130.983608459121,23.749502727679484,184.39624695503068,-51.57674944980124,-64.22105999350586,110.51848798557819,17.582090240133525,-9.464601259966912,-68.92450758336147,-85.88888469085697,192.57785880732865,-3.565957049565851
13,0.878025480822897,0.3494949494949495,0.0,1.0,0.2537469154164419,-0.3410907880570304,0.1582366337782668,0.2612030962002444,-0.40929947621948315,0.08132958086783593,-0.13994273728645445,-0.39730289593144896,-0.06273224548236689,-0.4284960662813442,32.2444545427347,117.80158033332509,-199.99999956373028,7.5608026878946735,-9.70606592565693,6.6639091424339725,-27.739158422191572,48.425231209115395,8.729214544365917,58.66785049935724,168.07806808057268,52.796648932057764,26.098224737668417,-16.253719548333407,-144.2677509898026,-18.507751469771975,-32.50729957355401,-0.731431471261363,-7.269088868540738,8.619660756886226
