,tf,fid,A1,A2,A3,A4,B1,B2,B3,B4,nuk0,nuk1,nuk2,nuk3
0,0.5,1.665766065050514e-05,-199.961619073505,117.73302206914441,6.54410028702855,-52.67766700427707,-19.300133517597082,-7.365548366273867,-198.13304223572595,-199.99999355270018,-0.1273965723705932,0.26299753456178177,-0.40010261823511106,-0.3113274890283748
1,0.5477386934673367,1.8735706644997474e-05,-191.21901960719492,-72.75646957569592,53.15396824515247,-9.764659036611413,29.0207817827339,5.605926468134328,-186.16121834132332,-141.08964327566758,-0.11587883427029877,0.4005451921060865,-0.46203689075135923,-0.4853298326375435
2,0.5954773869346733,1.9347018434911004e-05,84.45838115145172,54.92461932200514,2.798679805813208,-195.4231781684158,199.9742390474587,-22.57610516224312,-17.44882264022668,107.92109039877181,0.3820649604738081,0.48931244682273356,-0.1691700978935733,0.4671856686997078
3,0.6432160804020101,1.7356837652729146e-05,-180.24766946174014,138.01887886101684,1.246154119521095,15.897638690884381,19.060767065116327,-151.57680667551097,-115.13600464390996,62.06124924054954,0.22158550620817097,0.3878098101419698,-0.013834390947022213,-0.088369642475296
4,0.6909547738693467,5.617098896503335e-05,67.47252766704355,-170.89278266432655,6.255661268991485,-13.407952974857977,186.14837441021518,105.80307059738499,-17.585376558137767,1.1381857298445786,0.46320810230624143,-0.4712394954925624,0.08221159106990417,0.1767081887989972
5,0.7386934673366834,8.097243876992915e-05,-165.5010863683654,158.65117242039344,4.812925986609153,138.1331202986447,-199.99999478380727,3.4629033062734145,56.26745894235759,-108.5308245434411,-0.42667513427230774,0.4146839117937501,0.44331048542422546,0.013489448168902074
6,0.7864321608040201,5.543977878269705e-05,-14.29549515456982,125.16414809631726,-23.134292222567126,13.103079866915763,-5.690440274779114,157.04322921362842,6.560993013771839,43.71628040456102,-0.3840698367184605,-0.2633901752081209,-0.3742576984028737,-0.16708874636722038
7,0.8341708542713568,2.2802843355374657e-05,23.114400330631923,-12.884251580980752,36.289160840825076,0.40423767519282894,4.1172136235581185,35.307709714260696,-142.24806123488997,-0.6047703408938352,0.3635765955598308,0.1566838980892289,0.3040508431434509,-0.14454271998448187
8,0.8819095477386935,0.00029731506277658014,-98.32290955072327,-39.12988562469934,10.991679751115948,23.715140460880477,194.60153432287748,2.3421800406011464,-26.13116768380569,-4.752567602947703,0.09833017468953398,0.19621226661646074,-0.029842388519888963,-0.26617089109451775
9,0.9296482412060301,0.00015819937669177872,18.152456942170673,-3.408680848109652,27.980142750849424,-45.58279344326107,199.99999625480933,-39.242855596155536,58.63132097694872,-75.54857553571142,0.3835887472032685,-0.19057206450872466,-0.2113174735154374,-0.026236627754695707
10,0.9773869346733668,0.00024504020538995306,-94.57996747435872,26.006515807017696,-32.50816186272776,4.564446399381197,64.99010418846208,106.44571517071986,-8.178280627900396,-6.915387797053512,0.029074656421001155,0.28040144365999453,0.4440800309785591,-0.005954330506757977
11,1.0251256281407035,0.0005136082960292927,-106.05621436807468,8.089201869246425,4.642068506944179,2.5480689527659015,-13.347132959020701,94.05763949913728,10.29707270203011,-39.16265289261695,-0.22956056348310394,0.20945405474104595,-0.16567491831295778,0.4301776041848422
12,1.0728643216080402,0.00047786523481233094,40.72294631597002,-36.18560227019336,-12.403384772814476,2.768784421848037,166.56488741526755,-10.222339704635127,65.26122744223352,-0.05520047917409626,0.23809035035890325,-0.29967010912139813,-0.40733029825128386,0.33796263313000774
13,1.120603015075377,0.0015608538912654786,-68.74306166636026,-13.059521283049886,-4.909399539591318,-85.20333481107747,85.96397708230296,-75.21696638785122,9.143724056353282,4.819414968060691,-0.00022745416364056137,0.38234344283228483,0.34846010578091013,-0.46598448183915353
14,1.1683417085427137,0.0006526498343439734,33.850314769987236,-32.78114265040075,-6.969569720602161,-58.93634275251446,86.60986485908077,45.82597928656962,-24.94761611171625,-10.57148316577598,0.3338353633314469,0.04824809697618171,0.45907390966125905,-0.253030738928704
15,1.2160804020100502,0.0003908150699872214,8.918305480222195,39.0946509327278,0.44274622944096254,20.02103911264045,60.6819000913965,3.461387828197898,-11.069588215532157,-17.73945997038144,0.4305586913489138,-0.27441024650023593,0.43909564847746574,0.34951918262986803
16,1.263819095477387,0.00030142054200949967,-14.633688617753386,3.5940095803634016,103.97537421558133,3.788740867669392,-9.318329734999484,0.7117254632253679,-18.205522510833447,-19.547133266761435,0.15674231735170696,-0.38293086665119747,-0.451342397255584,-0.21105668853736914
17,1.3115577889447236,0.008099580434776175,-103.98439697536028,-15.988229156492501,11.019676067170643,-34.080468991213806,4.112578303295875,-18.3913314304881,4.187065299880839,1.9822949026232317,-0.18189364029737898,0.23855698099015943,0.49322671668113927,-0.4872275501692547
18,1.3592964824120601,0.0015411871547645855,-58.89429112601947,-2.6503531943107532,-7.185386765082049,-35.82127723721095,15.79168215986046,-27.542753298195706,-33.43891211601672,5.746681713283534,-0.07318644284374964,-0.2551052772363117,0.0660619178847126,0.48677768977975655
19,1.4070351758793969,0.001072280510642378,-31.118925407363406,-72.56207745523102,58.61228377528846,19.92711003517823,19.764782210655625,-20.325541245266393,47.02844340613086,-59.47089525260955,0.03649638557357815,-0.06991655316280676,0.11523039195887796,0.1537467755486649
20,1.4547738693467336,0.008856970314876424,-46.47200163801534,7.330781207824058,-5.486105978748531,-21.291662787717208,-50.28363023100336,-10.127186958121296,-1.1120490614951688,0.07101051847445522,-0.3989832836396777,-0.15322433886078235,-0.2117149545528636,-0.22887090268038857
21,1.5025125628140703,0.008236389082257283,-3.6824953628525563,-24.066821062352783,2.6710693918585235,-60.98609394936668,-12.40820548908319,36.59500092409246,-48.67037104319568,28.153414431364396,-0.4821652676518785,-0.4821463271719023,0.23884529644502672,-0.1781011536908388
22,1.550251256281407,0.014600506842819562,0.43713668408240514,-6.8975904852853605,2.1567488328752473,0.33592818502397037,67.60904857677039,23.87217324238292,6.19824714658141,-31.877589577519185,0.1647711617344645,0.3305954806571558,0.11896894280899772,-0.2641805483969548
23,1.5979899497487438,0.0017909724644696269,-10.400447738449504,4.728233838485688,21.03352866548037,-24.642819142243148,-9.081594382944365,5.77706801318584,6.909597394468416,23.51201016971053,-0.3620389929673542,0.21440268833551934,-0.44892955532665935,-0.19937860207169567
24,1.6457286432160805,0.03757191483158651,-56.27017747897362,-0.16162563709343977,-0.8925486040788909,0.6677330906457329,-4.717226283965356,-4.21601860459309,18.7486811109166,2.8861842468673906,-0.24414732924220073,-0.07034686258610456,0.42126150831797715,-0.10573689067891578
