,fid,tf,y1,y2,y3,t1,t2
0,0.02205604757783181,0.1,9.999999999279929,-3.4877921895604365,-9.999987914085665,0.05155394066968607,0.06038442510597282
1,0.025368562525497445,0.149874686716792,9.999995702205508,-9.971458653642374,-9.999999951169613,0.0830339355296785,0.08329534305690048
2,0.030518037791740976,0.19974937343358395,9.999999999991257,-3.1706413821762673,-9.999999999970369,0.1074084530764696,0.11867728603939418
3,0.03818607737533424,0.24962406015037594,9.999999935569274,-6.0679946213926375,-9.999999774643515,0.13833010167469798,0.1508224335291197
4,0.04913548842963191,0.29949874686716793,9.9999991968268,-9.203538484188122,-9.999693059805923,0.17120508546767058,0.17937492657235837
5,0.06416387958614839,0.3493734335839599,9.999999776960593,5.997908569809242,-9.999999977510829,0.19636218150283413,0.20488352335970747
6,0.08406784707622894,0.39924812030075185,9.999999947014981,-0.6255091536666356,-9.999999282092734,0.22742800198195257,0.24284941733511106
7,0.10431194730245105,0.4491228070175438,9.20878669356739,-9.999997519124744,-9.995898545748137,0.27824856335408443,0.4482132848258086
8,0.1402380581096045,0.4989974937343358,9.999999901231243,-1.4551288386705343,-9.999998585477927,0.28907828112300005,0.3164248729448795
9,0.17565724253624737,0.5488721804511277,9.999999999446308,-1.0354200312489912,-9.999999751308122,0.30448940196194657,0.3713730195631847
10,0.2151161166320763,0.5987468671679197,9.99999980698514,-0.3273704740119265,-9.999998155105507,0.31911021808061285,0.42068917992440225
11,0.2576168572508899,0.6486215538847117,9.999999982731843,-0.2830368607318707,-9.999996063599989,0.3284240585058508,0.47926807268204974
12,0.24667223270819788,0.6984962406015037,9.999997119636195,-7.411944835094511,-4.239988891924987,0.31215746469419453,0.3121575345619952
13,0.3467144123551152,0.7483709273182957,9.99999982873267,-0.3885887489178365,-9.999986752213413,0.3490575636508215,0.598015253861144
14,0.3912163009245938,0.7982456140350876,9.999999555109905,0.8972833575120128,-9.999800314366635,0.33518728724868824,0.6403901055744061
15,0.34446604804831166,0.8481203007518796,9.999999603870766,-9.948789722212048,-2.5280551109756635,0.37530750989528,0.445942584032756
16,0.4701033357386115,0.8979949874686716,9.999999263612015,0.9271492515762538,-9.999998896653448,0.34190681971964854,0.7540445074345848
17,0.5026211382171855,0.9478696741854635,9.999999956307777,0.9426595202713841,-9.99999214509686,0.34318859181008854,0.8111829616816034
18,0.529635620437421,0.9977443609022555,9.999998973072032,0.9842715144496829,-9.999956674850898,0.3423930096585054,0.8679398752037965
19,0.49961041398118966,1.0476190476190474,9.536905148070842,-5.981818520080378,-2.8297360246999776,0.47522211109048323,0.491611446874332
20,0.567675405102565,1.0974937343358395,9.99999953857409,1.1805481023495956,-9.999999114384224,0.32521138029778524,0.9787689647978605
21,0.5709472875300367,1.1473684210526316,9.999999998609209,-0.3525629836324528,-9.997798180596696,0.3964074050267617,1.0850160336715777
