,tf,fid,A1,A2,A3,A4,A5,A6,A7,A8,B1,B2,B3,B4,B5,B6,B7,B8,nuk0,nuk1,nuk2,nuk3,nuk4,nuk5,nuk6,nuk7
0,0.5,1.574561680623352e-05,-195.75176538772604,3.1205335356053636,99.70492645873372,94.12842163924668,-73.15259436177675,-66.04372226761723,-98.135610487228,120.35105451891661,-82.16282762440315,-81.55574370146797,175.72746284783557,85.96467367912726,-98.49095501505909,199.9929624242173,68.53332656615132,-33.54954101842786,-0.22714380784652488,0.02622627459320681,0.18585774869673533,0.46239621980416135,0.3699763363376093,0.008722162292432167,0.012133833027000884,0.25825149834412076
1,0.5477386934673367,1.6209001956410684e-05,198.80519347225595,182.86921183985532,196.99760300477521,-122.85497864366792,31.633287567905242,-73.98459148162982,-1.0359819056254034,93.00391953062734,68.75134279743637,45.13663703897116,94.5305326789927,-5.163019130173476,-14.737950952494554,199.8540093047883,193.411066111791,-94.30908514015022,0.40228370516613676,0.25449148676117717,-0.07186728465439696,-0.20771835744083122,0.37468768657276497,-0.33969948785774706,-0.06930069209081624,-0.37157714005600195
2,0.5954773869346733,2.7342725072287015e-05,-107.25306694136768,30.53512881062913,198.547437669149,-41.652493378133,10.78332661849691,-64.91817341593023,47.05032745730121,33.459694191128904,30.719396965327437,199.99029634551806,116.1481623331752,-45.63449007366845,-199.27095305190647,9.287837136942025,189.96373036532228,2.886813000830888,-0.07269502302101971,0.21846083101871372,-0.47553548350936836,-0.21012652558267841,0.08206049052615261,0.24259378650608288,0.11242727218152215,-0.15838596232310242
3,0.6432160804020101,5.73946477958212e-05,-0.6624198440216711,192.5323157821731,-12.865888415730232,146.07702484402046,9.292285361600431,-1.3335415206813677,0.5198618560688897,153.1530041247342,199.99635367166047,198.51212133109493,-28.53954055816014,-27.586279251503427,-0.12297995743975065,24.686918298550644,99.5022700142921,-20.52419204751333,0.17143291170303498,-0.3237109406677501,0.34704270524590997,0.12122485811215311,-0.37953340171705263,0.4193322217113087,0.19830163078713514,0.25069641598405
4,0.6909547738693467,8.039073891954158e-05,159.91245571588485,3.5185807380811287,13.812658648071613,-199.99786492233227,2.7995322927783852,153.7070982602831,69.44772177304597,-49.24647471156589,163.37946996497078,198.63505538156178,154.76686429258734,14.440211976649273,-26.54803266635838,-39.683314109446904,-56.777152080350966,19.185751393489795,0.3539934451941653,-0.376485332144863,0.3843787947221371,0.04686691323543357,0.20264549490111072,-0.26996937481784056,-0.287725150336271,0.39346661342861555
5,0.7386934673366834,5.974443135901983e-05,-138.57356593366177,199.99378500187902,-70.5991945381169,28.130205493109983,14.500075883528282,145.83685064925277,39.81235068715348,-116.04686059968162,-130.94189439206843,-123.4873039285441,165.88257595356947,45.778362166205284,30.549644706716784,1.7661615205425374,40.67867640231634,9.126091779334814,-0.3351001565436105,-0.11201312201017177,-0.4575310637745863,0.05238664117989833,0.2667756831671919,-0.30927602934500165,0.1630660683836802,-0.07662451027559003
6,0.7864321608040201,0.00015638208492936705,-135.88318521572734,194.52279446927702,-8.968901263846703,-20.06702059168451,12.93474684713423,-198.7564517532452,0.7751546954258592,199.9999580535602,-86.31207876770387,-1.1385727197430078,99.22101200424646,-10.462318640942257,-45.58603809911418,-178.29606845125363,10.469869937792273,-70.82550026173769,-0.31848659725355355,-0.20898696651838045,0.2175238933851915,0.02466769413004588,-0.4413281154070767,-0.3218659115938124,-0.2835863933422398,0.04054026608791561
7,0.8341708542713568,0.00020391055458605364,-184.55472389394163,43.06448902215274,-116.94970314232728,-46.0124404721864,194.53484911962448,59.850667477617094,42.698494169343036,-7.926875391617056,-109.17258022819442,91.11839080893805,-198.17642131719776,83.82823771191482,0.29979691889060334,-15.145254052039618,68.31633173343027,41.6854765886132,-0.29355188502187124,-0.047774148823765294,-0.3389172284281713,-0.1745857851246886,0.12335936359065747,0.34516767520808744,0.16621656666982187,0.036390513697117766
8,0.8819095477386935,0.0010149327357486385,-46.010202145362754,-154.45366497510742,-9.931002710312832,5.716809844963338,-12.899378224073256,-46.15202367938279,98.93111524391199,15.719950760787768,199.92557803738612,88.31477042765997,-12.973116698118226,-42.54115557357029,-33.38672692363721,44.683873257991706,-53.63481226440412,97.37168156000666,0.041280994646975766,-0.47323438281113506,0.13116132908523648,-0.05358173439671676,-0.4691536220376956,0.04651920319415348,0.20600346119182478,-0.38413869105710674
9,0.9296482412060301,0.0005309781068991161,-199.9999419321564,199.99998439549165,35.01715644683853,-11.301405713906352,-3.642058994594491,-8.024544270344393,-6.0523593899934625,-7.073707273045363,-11.195544280782386,-1.647404077234638,2.3581280847521793,4.318174302915812,-2.4679173145395694,4.773988472527501,-31.131559389270635,12.142185583336332,-0.0638363293939117,-0.3413436184087426,0.4196846487793783,-0.16480362435598006,0.12021009246994407,0.28367957005384026,-0.004849124543132466,-0.38042496761826694
