,tf,fid,y0,t1,y1
0,0.1,8.67312978072822e-06,1.856129064602062,0.030693363020776084,0.22587229370960882
1,0.11959798994974875,8.7991675292868e-06,1.5466998058365808,0.039599355483164844,0.27612145619771566
2,0.1391959798994975,8.760260530390805e-06,1.1452611883228228,0.13892820754273152,-3.976017995188034
3,0.15879396984924624,1.1198040400768097e-05,3.999908726208735,0.0768774309102775,-2.5992163702650353
4,0.17839195979899497,1.1914217755901293e-05,3.9998977678032346,0.0820676978347423,-2.2884750263680274
5,0.19798994974874373,1.3638646515601575e-05,3.999999887983114,0.10470960311769664,-3.2719860047460583
6,0.21758793969849247,9.335698911790097e-06,1.457374383986728,0.21662433708167245,-3.940296110660362
7,0.23718592964824123,1.801649683742865e-05,3.9999999999416795,0.145650093598731,-3.9999564944167574
8,0.25678391959798996,2.0508882041137693e-05,3.99999999897235,0.15768973862861432,-3.9992887718626045
9,0.27638190954773867,2.357329266021123e-05,3.9999999999875224,0.1705037339341736,-3.9998891103380108
10,0.2959798994974875,2.6876571231901412e-05,3.9999328933647926,0.18067377227272916,-3.774687956114275
11,0.3155778894472362,3.193752172145459e-05,3.9999978254054387,0.19611900776863278,-3.998252858655677
12,0.3351758793969849,3.7644127380886e-05,3.999989134863844,0.2091468198134881,-3.9999999520113376
13,0.3547738693467337,1.1100947652897518e-05,1.475477147086198,0.35462119108176127,-3.98732424949255
14,0.3743718592964824,5.339016295632305e-05,3.9999999999643854,0.23545874732457248,-3.99999998044665
15,0.39396984924623113,6.422354131138631e-05,3.9999999991694986,0.24855934650200265,-3.9999994257543015
16,0.41356783919597995,7.773825160680549e-05,3.99999999983088,0.2621916920843224,-3.999995056903876
17,0.43316582914572865,9.455689193214856e-05,3.9999999996316955,0.2758427079996571,-3.9999985831061213
18,0.45276381909547736,0.00011564919643329142,3.99999991316892,0.2895292086591509,-3.999977332637249
19,0.4723618090452262,0.0001420278892278064,3.999953586847384,0.3031704326826249,-3.999991899473979
20,0.4919597989949749,0.00017509111243676223,3.999999998405164,0.317113444172222,-3.999999977335936
21,0.5115577889447236,0.00021657611265822968,3.9999908018499597,0.3310896049447266,-3.9999999890900098
22,0.5311557788944724,0.0002685758284292771,3.9999999983048133,0.3454326327815725,-3.9999998751444856
23,0.5507537688442211,0.0003337369450102338,3.9999999899530523,0.35965958633922046,-3.9999999465317906
24,0.5703517587939698,0.00041543299605621134,3.9999999959290236,0.373806704830986,-3.99999762981325
25,0.5899497487437186,0.0005176301092909141,3.999999998199177,0.3884183088009162,-3.999995139826166
26,0.6095477386934673,0.0006453137142483584,3.9999968353221105,0.4023443636013849,-3.9999999895495737
27,0.629145728643216,0.0008044367742767306,3.9999999973838825,0.41751664160076096,-3.999999958539592
28,0.6487437185929649,0.0010023866149658244,3.9999999998736966,0.4321453346102083,-3.9999984454226714
29,0.6683417085427136,0.0012478465250417906,3.9999999958100694,0.446890551250756,-3.9999999917229743
30,0.6879396984924623,0.0015512108447111232,3.999999796550201,0.4618738167151583,-3.9999992423437916
31,0.7075376884422111,0.0019247873675455917,3.9999874344591637,0.47685965042635836,-3.9999861164425834
32,0.7271356783919598,0.002368853423254895,3.999999998908775,0.49689796632992866,-3.999861118054761
33,0.7467336683417085,0.0029429776541460466,3.9999999977075693,0.5069697120108928,-3.999989903168475
34,0.7663316582914573,0.003599218621364018,3.9999999908885977,0.5168805997189674,-3.999973879894847
35,0.785929648241206,0.004342332469353829,3.9999999996891575,0.5274290802167728,-3.999990344328191
36,0.8055276381909547,0.005439072473571563,3.999999826881058,0.5532340609348941,-3.999976839858073
37,0.8251256281407036,0.006617065263447882,3.9999999991315316,0.5709262759992503,-3.999977653849851
38,0.8447236180904523,0.007793323556081687,3.999979533344758,0.5955375914568267,-3.9999897437450502
39,0.864321608040201,0.009688980906710724,3.9999993169274575,0.602981411491994,-3.999999997579204
40,0.8839195979899498,0.011682192403311763,3.9999998740973983,0.6141344588387182,-3.9999997787787525
41,0.9035175879396985,0.013990006564568563,3.9999999619329363,0.6310018878625252,-3.999988134663595
42,0.9231155778894472,0.016668266936075028,3.999999963419512,0.6467987795828549,-3.9999530163404806
43,0.942713567839196,0.019469909581674716,3.9999998233384777,0.6545724201168593,-3.9999742839652606
44,0.9623115577889447,0.02327122851067582,3.9999995872321117,0.6759200602611272,-3.999957778556909
45,0.9819095477386934,0.027350361254163125,3.9999998739299802,0.6937412849950393,-3.999998916222393
46,1.0015075376884424,0.03190525379418434,3.9999999915931284,0.7128415697297562,-3.999982105625723
47,1.021105527638191,0.03663744472238969,3.9999999791552154,0.7195597667464665,-3.99986610813385
48,1.0407035175879398,0.042797785049982696,3.9999999863485427,0.74125407824342,-3.999996003784262
49,1.0603015075376885,0.04920863804654662,3.999999968457526,0.759525186769488,-3.999658785920469
50,1.0798994974874372,0.05623453734592328,3.999999988071694,0.7759275850335752,-3.9999923109704074
51,1.0994974874371861,0.06352794900222584,3.9999999597070226,0.7870665465365749,-3.999984899614514
52,1.1190954773869348,0.0719065760952092,3.9999963748280676,0.8136762669831064,-3.9999605164353196
53,1.1386934673366835,0.08105609376741955,3.999999974851669,0.8288467889511547,-3.999505644911292
54,1.1582914572864322,0.09074725222350521,3.9999999796678205,0.8448451212964959,-3.999800236798544
55,1.177889447236181,0.10089487641507384,3.9999659186729897,0.8622411913340322,-3.999989008179733
56,1.1974874371859299,0.11190942791736704,3.9999999557368433,0.8769537192741663,-3.99998308901178
