,fid,tf,y0,t1,y1
0,0.9642180271952817,0.1,3.9999692012597765,0.05559718150323224,-3.9968394586609364
1,0.9652723357913663,0.11991991991991993,3.9999987490952367,0.06611196909163708,-3.890185190983188
2,0.9626581249827437,0.13983983983983983,0.4836055773278466,0.1288415247808709,-3.9999935075845574
3,0.9679905012674722,0.15975975975975976,3.999998322833079,0.0891426467481144,-3.999571793662617
4,0.9664960101266651,0.17967967967967968,3.9999706801303185,0.05876657480883762,-0.9780148660114257
5,0.9712613278241939,0.1995995995995996,3.999236859461422,0.1116381132717395,-3.99997420010578
6,0.9730795085615429,0.21951951951951953,3.999916968806707,0.12295622946890264,-3.999984564033581
7,0.9633191721816577,0.23943943943943943,0.17473937313962923,1.4530001883157435e-06,0.5011259938536954
8,0.9726882719316594,0.2593593593593594,3.999997595075137,0.09789632352982532,-1.4706705510461617
9,0.9790351362277119,0.2792792792792793,3.999915710587768,0.15757010192499687,-3.999994895743259
10,0.9811183018244104,0.29919919919919924,3.999876414921549,0.16920966096963702,-3.999894197589267
11,0.9832146701200987,0.3191191191191191,3.9998075182284287,0.18051535574617805,-3.999984432263945
12,0.9852977063809398,0.33903903903903904,3.9998868527411178,0.1923335528687099,-3.999939923443347
13,0.9873191838788402,0.3589589589589589,3.9908029279228607,0.20380283539856425,-3.9999880373250107
14,0.9657193841569778,0.37887887887887883,-1.553531010827811,1.5589350173755992e-08,0.5032187560969846
15,0.9908265373821977,0.39879879879879876,3.852896467538353,0.23180451484976855,-3.999994508264437
16,0.9929967962582549,0.4187187187187187,3.9999914150069813,0.23962135669527196,-3.999879715767884
17,0.9946310091043142,0.4386386386386386,3.999989329399579,0.25174880935695365,-3.9998546265186743
18,0.9960948583688788,0.45855855855855854,3.9999006395161816,0.2639947715758999,-3.9999146221882107
19,0.9973458128511093,0.47847847847847846,3.999960124374228,0.2748248902319553,-3.9999488113697703
20,0.9983921124130694,0.4983983983983984,3.993034028665842,0.288693936236153,-3.999959816625216
21,0.9690142081392712,0.5183183183183183,-0.3951492626870957,3.624005657559722e-09,0.505607413408871
22,0.99967324589494,0.5382382382382382,3.999942090531973,0.3138651757263807,-3.961883323463348
23,0.9700936879991912,0.5581581581581582,-0.22924227417004278,3.020375825875912e-06,0.5049883557519257
24,0.9999261778274204,0.5780780780780781,3.603139547283412,0.35395416273199615,-3.998748174830234
25,0.9999307252219809,0.597997997997998,3.9123935943448007,0.31043985104202176,-2.8195094985621516
26,0.9999377153009104,0.6179179179179178,3.204835348529119,0.3719475921969557,-3.240868941795422
27,0.999939895210969,0.6378378378378378,3.7452132041500414,0.30073600506431175,-2.071100711871492
28,0.9999434043447533,0.6577577577577577,3.6966997354372326,0.29351276438900953,-1.7675080301613235
29,0.9999461485961183,0.6776776776776776,3.8287296254496037,0.2716623203876001,-1.431487767915332
30,0.974245634730725,0.6975975975975975,-0.0399909287095473,1.910204661729704e-06,0.5088563556321041
31,0.9999539100838835,0.7175175175175175,2.506482119885597,0.409727106971888,-1.9081385793467034
32,0.9999534775379105,0.7374374374374374,3.4931815031323885,0.26964810170642,-0.9597927667723702
33,0.9999579012664288,0.7573573573573573,2.263684977484375,0.4315354340448028,-1.596067321266311
34,0.9768096838985684,0.7772772772772772,-0.04474255848283394,4.6220980037155034e-07,0.509582837685929
35,0.9999588192056695,0.7971971971971972,3.060265719850394,0.2825052831413058,-0.6622871227780212
36,0.9781238382126167,0.8171171171171171,-0.4739600446934701,1.4885054231756125e-07,0.5109498273796687
37,0.9999641817079494,0.837037037037037,1.7755343184635461,0.5103134136616623,-1.296930671239506
38,0.9794508266514996,0.856956956956957,-0.7595771681835138,3.115091632062073e-07,0.5128601612271693
39,0.9995428211808433,0.8768768768768769,3.999848368304157,0.1583391947388009,-0.02911655733141475
40,0.9807844018904475,0.8967967967967968,-0.11443745144504912,3.286938714114326e-07,0.5130462773825627
41,0.9999709988327794,0.9167167167167166,1.2236087948638827,0.7379193283574055,-2.4175451971103885
42,0.9821177182724508,0.9366366366366365,-0.2057691793929203,2.0060174064874105e-07,0.5155177913780593
43,0.9999720662402335,0.9565565565565565,1.1635397201617481,0.7495086302734495,-1.8269506464172565
44,0.9999691004844972,0.9764764764764764,2.629526340081643,0.24907442459772366,-0.02534111806669715
45,0.9930336250562005,0.9963963963963963,0.5516167013354418,0.9479311885881467,-3.999997601785884
46,0.9999706603279938,1.0163163163163162,2.042333860195596,0.31927970594459204,-0.015771058747311918
47,0.9854081621062428,1.0362362362362363,-0.46192697493795754,1.0715076474035213e-06,0.5193977460354551
48,0.9860528236327408,1.056156156156156,-0.20519130618415388,6.428554831100043e-07,0.5185463288523999
49,0.9999728107569207,1.0760760760760761,1.4368289823260094,0.4654974593294653,-0.047465511859355936
50,0.9999745732268883,1.095995995995996,1.0621816472977934,0.7111773700586627,-0.417637314115338
51,0.9999754678198403,1.115915915915916,0.9972584024655722,0.7643765465754384,-0.4750487252820236
52,0.9885581816029166,1.1358358358358358,-0.3327607700395748,9.083379837181447e-08,0.5215198884530621
53,0.9891626476798413,1.1557557557557558,-0.5190852688699743,1.1280448270270112e-06,0.5222903108985282
54,0.999976220237752,1.1756756756756757,1.0258946348853244,0.669453541850449,-0.06266803386385547
55,0.990340225577825,1.1955955955955957,0.4553049436655151,5.749386657980188e-06,0.5251041568000866
56,0.9909121674725806,1.2155155155155155,-0.6076768285799045,3.2454033079007655e-07,0.52457327583542
57,0.9999781411036203,1.2354354354354355,0.8887644393127769,0.788039467828994,-0.07055974070220808
58,0.9999797094557691,1.2553553553553554,0.7894177579888556,0.9628453112643541,-0.3833389398196786
