	y0	t1	y1	fid
0	0.0	0.2	-2.0	0.8772188255173804
1	0.0	0.23157894736842108	-2.0	0.8769475748875583
2	0.0	0.26315789473684215	-2.0	0.8766312823025273
3	0.0	0.2947368421052632	-2.0	0.8763823348090156
4	0.0	0.3263157894736842	-2.0	0.8760752074439488
5	0.0	0.3578947368421053	-2.0	0.8758518769460097
6	0.0	0.38947368421052636	-2.0	0.875554709129213
7	0.0	0.42105263157894746	-2.0	0.8753598406272526
8	0.0	0.4526315789473685	-2.0	0.8750731930832263
9	0.0	0.48421052631578954	-2.0	0.8749091473604269
10	0.0	0.5157894736842106	-2.0	0.8746329595836428
11	0.0	0.5473684210526317	-2.0	0.8745043719862828
12	0.0	0.5789473684210527	-2.0	0.8742375915551253
13	0.0	0.6105263157894738	-2.0	0.8741481284905449
14	0.0	0.6421052631578948	-2.0	0.8738884754213231
15	0.0	0.6736842105263159	-2.0	0.8738435498477289
16	0.0	0.705263157894737	-2.0	0.8735861043870405
17	0.0	0.736842105263158	-2.0	0.8735938992374579
18	0.0	0.7684210526315791	-2.0	0.8733284622934653
19	0.0	0.8	-2.0	0.8734032708575817
20	0.5263157894736842	0.2	-2.0	0.8773491472796322
21	0.5263157894736842	0.23157894736842108	-2.0	0.8772018351111344
22	0.5263157894736842	0.26315789473684215	-2.0	0.8768383110660605
23	0.5263157894736842	0.2947368421052632	-2.0	0.87673507724419
24	0.5263157894736842	0.3263157894736842	-2.0	0.8763564337821443
25	0.5263157894736842	0.3578947368421053	-2.0	0.8762999864388725
26	0.5263157894736842	0.38947368421052636	-2.0	0.8759062580958874
27	0.5263157894736842	0.42105263157894746	-2.0	0.8758995554152442
28	0.5263157894736842	0.4526315789473685	-2.0	0.875490905513586
29	0.5263157894736842	0.48421052631578954	-2.0	0.8755366388318822
30	0.5263157894736842	0.5157894736842106	-2.0	0.8751127745108211
31	0.5263157894736842	0.5473684210526317	-2.0	0.8752139562301724
32	0.5263157894736842	0.5789473684210527	-2.0	0.8747734097607708
33	0.5263157894736842	0.6105263157894738	-2.0	0.8749335291215078
34	0.5263157894736842	0.6421052631578948	-2.0	0.874475107329615
35	0.5263157894736842	0.6736842105263159	-2.0	0.8746992064742093
36	0.5263157894736842	0.705263157894737	-2.0	0.8742176811104749
37	0.5263157894736842	0.736842105263158	-2.0	0.874513084024817
38	0.5263157894736842	0.7684210526315791	-2.0	0.8739978929045412
39	0.5263157894736842	0.8	-2.0	0.874378725640572
40	1.0526315789473684	0.2	-2.0	0.8780289488886942
41	1.0526315789473684	0.23157894736842108	-2.0	0.8781396317566232
42	1.0526315789473684	0.26315789473684215	-2.0	0.8777758544518344
43	1.0526315789473684	0.2947368421052632	-2.0	0.8779596727017822
44	1.0526315789473684	0.3263157894736842	-2.0	0.8775416493744165
45	1.0526315789473684	0.3578947368421053	-2.0	0.8778003217551252
46	1.0526315789473684	0.38947368421052636	-2.0	0.8773272638966307
47	1.0526315789473684	0.42105263157894746	-2.0	0.8776637877903517
48	1.0526315789473684	0.4526315789473685	-2.0	0.8771342007704999
49	1.0526315789473684	0.48421052631578954	-2.0	0.8775492718265222
50	1.0526315789473684	0.5157894736842106	-2.0	0.8769630687662101
51	1.0526315789473684	0.5473684210526317	-2.0	0.8774591540158979
52	1.0526315789473684	0.5789473684210527	-2.0	0.8768150895613638
53	1.0526315789473684	0.6105263157894738	-2.0	0.8773938634678587
54	1.0526315789473684	0.6421052631578948	-2.0	0.8766893951576907
55	1.0526315789473684	0.6736842105263159	-2.0	0.8773549474930773
56	1.0526315789473684	0.705263157894737	-2.0	0.8765856339192043
57	1.0526315789473684	0.736842105263158	-2.0	0.8773434181206958
58	1.0526315789473684	0.7684210526315791	-2.0	0.8764983581487606
59	1.0526315789473684	0.8	-2.0	0.8773618454140604
60	1.5789473684210527	0.2	-2.0	0.8792428321758015
61	1.5789473684210527	0.23157894736842108	-2.0	0.8797518341710576
62	1.5789473684210527	0.26315789473684215	-2.0	0.8794215237624893
63	1.5789473684210527	0.2947368421052632	-2.0	0.8800400839479463
64	1.5789473684210527	0.3263157894736842	-2.0	0.8795988183872266
65	1.5789473684210527	0.3578947368421053	-2.0	0.8803293775854387
66	1.5789473684210527	0.38947368421052636	-2.0	0.8797743507111331
67	1.5789473684210527	0.42105263157894746	-2.0	0.8806166624184089
68	1.5789473684210527	0.4526315789473685	-2.0	0.8799464079898246
69	1.5789473684210527	0.48421052631578954	-2.0	0.8808993763129482
70	1.5789473684210527	0.5157894736842106	-2.0	0.8801133068481835
71	1.5789473684210527	0.5473684210526317	-2.0	0.8811787267907445
72	1.5789473684210527	0.5789473684210527	-2.0	0.8802725968639965
73	1.5789473684210527	0.6105263157894738	-2.0	0.8814488183462132
74	1.5789473684210527	0.6421052631578948	-2.0	0.8804221387121232
75	1.5789473684210527	0.6736842105263159	-2.0	0.8817098621285706
76	1.5789473684210527	0.705263157894737	-2.0	0.8805579219293268
77	1.5789473684210527	0.736842105263158	-2.0	0.8819613080084082
78	1.5789473684210527	0.7684210526315791	-2.0	0.8806734260527396
79	1.5789473684210527	0.8	-2.0	0.8822033780373132
80	2.1052631578947367	0.2	-2.0	0.8809722832381507
81	2.1052631578947367	0.23157894736842108	-2.0	0.882021067258834
82	2.1052631578947367	0.26315789473684215	-2.0	0.8817395617499687
83	2.1052631578947367	0.2947368421052632	-2.0	0.8829480490619817
84	2.1052631578947367	0.3263157894736842	-2.0	0.8824769353568724
85	2.1052631578947367	0.3578947368421053	-2.0	0.8838414099529508
86	2.1052631578947367	0.38947368421052636	-2.0	0.8831764864393474
