,tf,fid,nu1,nu2,nu3,par1,par2,par3,par4,par5,par6
27,1.1636363636363636,0.9614436387003972,0.5507375958116267,0.9571537249845317,0.9159116852150518,-80.88705033474619,-41.24334447363118,2.5909595791028863,-166.83633400342842,128.155393120187,89.59859669442622
28,1.2030303030303031,0.9363322701076494,0.6720250236556945,0.2741861372721749,0.03790922441680866,-80.36998774893104,-29.034709856188286,-73.21646918847,-185.63440105613174,101.8714561608677,8.746092826294806
29,1.2424242424242424,0.926597336374064,0.8298330090915473,0.07873562922835475,0.24894504563456743,-26.43653352483848,30.35943785304164,-45.7022448559455,12.594232727619866,11.529375981842897,17.193767367395417
30,1.2818181818181817,0.9171096135971838,0.44987296915243014,0.05857723347981314,0.5117857570906239,2.875284883064064,-14.878838555268443,41.58016432688582,-32.05954811647154,3.606223550910043,-8.268832062991763
31,1.3212121212121213,0.9275729059029042,0.8279476684235336,0.8528598606986224,0.4906715889365021,-35.129381899545464,8.595732106966118,4.96696801938099,2.248018776354844,-13.32216276697402,18.248030144444563
32,1.3606060606060606,0.9383320850474213,0.5211613737968159,0.5946370180305189,0.3656791280690316,-9.454647439107044,-0.48983306704626955,-23.40790579134294,-10.297325274076632,22.649631181101057,15.974030576519565
33,1.4,0.9104733978235909,0.054611661526197564,0.8989193549921226,0.7927991183500551,-1.7413139950447962,23.9547534441309,6.423023463124144,-1.049833685935813,-35.0054405484861,3.4309141759907655
34,1.4393939393939394,0.9422355323521275,0.172771029829074,0.03824108516649383,0.7682709162050736,48.12450645514008,-54.58622482057069,46.30495713641584,-267.65220191022513,210.07964049716065,-1.8665909792789916
35,1.4787878787878788,0.9446831695418916,0.6962638766041437,0.7756165484262073,0.22576151548050494,17.83059458278743,18.365535772198736,-46.01046208938085,-1.4991688823114389,18.17633454099263,-10.101516589499676
36,1.518181818181818,0.9844383142454242,0.09739075314377554,0.43542271217664563,0.6180435811172562,67.08550674372367,-64.75069343101717,-10.392338131326195,-21.650409495823823,18.843589743279054,41.37785189812986
37,1.5575757575757576,0.9541194560295301,0.26487955946597963,0.6409088506711126,0.9838346257300851,13.025287128567326,-6.03415453425168,4.707257184572104,-37.18092063712106,26.81936354686243,-8.147201943814467
38,1.596969696969697,0.9544154516231707,0.38370911043289424,0.32056440911804684,0.506128245704389,-6.966406541421726,-37.050162599592525,12.931189247823758,30.75387065408132,-28.997870847877223,17.229719593579546
39,1.6363636363636362,0.9880112354259987,0.5683253603872598,0.10756312355104913,0.010063697268011373,41.61172715914891,38.62949171712819,-29.01344345136682,-61.97596964183808,-64.14249011098687,-39.16214054709201
40,1.6757575757575758,0.9881640059407539,0.35510844034258526,0.12091805330257122,0.14646545384141063,116.0380452958855,-52.524034800693435,1.4565920230881857,-97.89730904739432,-76.43894486960491,46.73866998692905
41,1.715151515151515,0.9864898604361463,0.4065422244744131,0.005512200000924228,0.9995235937581711,-8.45867491713042,59.1462657870551,-6.621184437031629,-69.87438261370609,4.030219133997218,7.152434623940849
42,1.7545454545454544,0.9996614302906494,0.24626543971377346,0.45163384729598266,0.3412025303283762,146.63942146129028,79.69267988010004,-43.333132113214,-206.0446244164317,10.452567345626948,-16.539153816383617
43,1.793939393939394,0.972868300893873,0.5646976399141698,0.107249165149776,0.2842395563494855,9.263380283047463,17.602246704374668,-68.908855868961,53.010148200473985,4.519484370639167,7.784549537804859
44,1.8333333333333333,0.9830420412016906,0.7704021076728846,0.21421236814658728,0.059266088156004204,54.95502383765137,-53.95874389429686,54.9923627833771,18.42717077762195,-122.12393206443402,13.15689900324974
45,1.8727272727272726,0.9652355887534224,0.4019914704333388,0.7659843582211093,0.5934828288311134,1.913734527026735,12.116964849607125,13.060250564426786,-20.301957992255012,2.2916862775846187,11.024918160535654
46,1.912121212121212,0.989087181585699,0.678550469037362,0.6190247551639027,0.14539728182636757,-33.53564979591144,-11.389504352139893,8.019106984373286,-1.4946996667123051,14.82827714220705,14.075591165225578
47,1.9515151515151514,0.9909513316793204,0.9268326895129976,0.21396424836291472,0.8117732150287618,-32.21990280352778,-5.6452666347824145,29.152382545517778,-10.924248252004004,2.681460017805074,6.3826961465350305
48,1.9909090909090907,0.9896569660982096,0.9904829522133344,0.26521428877525965,0.19519096805570701,-6.474012026135235,12.960952406605134,-21.014036042510888,15.481782650192372,1.4199890600422522,-12.136216650830923
49,2.0303030303030303,0.9836669585829224,0.675135474663437,0.14136046953190806,0.45080964257609146,-15.97088897921977,6.352335283481768,10.521376444676989,-1.5726919134321946,0.6305609172577433,7.078436521319451
50,2.0696969696969694,0.9994187050705802,0.550592737929357,0.7412005110529997,0.6836778726400895,30.71452424502973,46.12942423395485,77.13743976841388,-35.0821360887529,-99.11495095351516,-19.718367870422732
51,2.109090909090909,0.9695629038732712,0.013602215541297369,0.8841534048293226,0.39458327639417234,-1.695539034741138,3.2027691427067415,-5.980487387615789,0.564194360012699,-9.904127207707154,13.69757316246661
52,2.1484848484848484,0.9997353294020277,0.3401667298343546,0.008778251210061039,0.8954567623739732,-8.134903201936446,60.33153431758069,-5.935160523156981,-46.12577428312674,12.147245688777337,-11.466718236863368
53,2.187878787878788,0.9997923585088213,0.3401859887732782,0.5107502522385681,0.9289175794189523,-8.42511805259906,-21.681737722624334,-5.195402577922685,-4.720771561646988,5.562186311497818,-1.332821974569002
54,2.227272727272727,0.9997713802671463,0.08541291050166555,0.6033656049855097,0.8848613082703534,-1.2512483281917008,4.813788239368224,-2.1789424631982817,0.9331273004533726,23.03662902670331,-7.108609575626751
55,2.2666666666666666,0.9910756380901599,0.8348274438939862,0.9430252121877907,0.124771944337429,-21.094348707159348,-7.025947932661759,7.175512115459135,14.35942349706426,4.837412050826352,0.7497427587400023
56,2.306060606060606,0.9997296113312413,0.610071665094435,0.20872522247616465,0.25576660112377625,-0.15510828965405665,6.023913288228478,-26.27013953907101,6.01787377346522,2.1050787249081453,2.574799199070924
57,2.3454545454545452,0.9997079622169934,0.7926353538538479,0.774357872797846,0.01582876183980919,-18.238078758425765,4.3316141271475,-2.675290546478852,6.623789974045312,1.1878603578507518,4.752448506606671
58,2.3848484848484848,0.9996772862499496,0.5196281086181249,0.5234087700950375,0.7605932142012337,-7.183592394662041,1.9175943648067095,4.8415694875543025,-14.555058628774136,7.732091502153747,1.687882053471609
59,2.4242424242424243,0.9992004870098744,0.5174698074617564,0.9947257528774542,0.6464079506909186,-8.60600910226346,18.412891842230252,-15.532203101870795,-15.907776060054434,29.32936116156054,-38.79878308591276
60,2.4636363636363634,0.9997432800000206,0.8884693251666411,0.7522471463055312,0.38194968810093544,-6.600194513448841,2.9482624217832814,-4.013617018071628,4.294948592637079,-4.153662844911344,7.438048618899756
61,2.503030303030303,0.9997262459169496,0.06790717546663849,0.9585651352549873,0.8995933199294516,-13.19880039473713,-14.804285562403486,-17.2569960151201,18.08205278015545,4.2381077046792015,14.186677179185544
62,2.5424242424242425,0.9997215493628909,0.284445499963754,0.6699473129729616,0.16697747866386026,6.3108991569268955,-2.674865594191364,-3.744152800042179,-15.631673627360252,7.727000475799519,2.9349449072575946
63,2.5818181818181816,0.9738066565066775,0.2501537904749841,0.9985983211053457,0.723893739832583,4.983267334053056,-0.24659047412050403,-2.660951055513279,-6.4834895924342675,-12.702689518119344,10.15119057118495
64,2.621212121212121,0.9997411659702051,0.9829868771148934,0.9066177561133656,0.31034350356858376,-0.12975186612476902,-4.064996026408161,-8.240270777717646,4.6564134215117345,-0.1585243616295944,4.97208652822772
65,2.6606060606060606,0.999366392333027,0.11992704425607514,0.11298220107736445,0.7335159198836994,21.94713193483466,11.516924995746212,-5.10950565118292,1.6801138478661841,-27.35320038956078,-6.59148287211498
66,2.6999999999999997,0.9997292166787666,0.038504214857797425,0.6349521817951777,0.7842519814486655,-4.8818162359348864,-0.3266131496283794,-0.6557982426356981,11.726207588454283,-4.77332310296267,13.49381172687277
67,2.7393939393939393,0.997068713043818,0.04283753304671323,0.6665219458415117,0.5641081825116597,-3.2717943102613556,-0.6925903823873939,4.112451321453875,-0.5105073065925985,5.595795888127012,-8.521957149587204
68,2.778787878787879,0.9997099263480201,0.735419278574276,0.9541358114740209,0.05995470819254256,-8.756620163935093,4.150820449547715,2.064289130950109,5.235844138693887,-1.761049558469139,1.5767129240494824
69,2.818181818181818,0.9997055759016074,0.18253722445435694,0.7225223012596291,0.13174600677647086,3.204079521918137,2.1270881720492887,-4.838277108982387,-0.3687523362873591,1.1698235959347105,-8.057343199692287
70,2.8575757575757574,0.9997023980214658,0.0790525211310541,0.9550339516527734,0.07923808240155894,6.871741724003664,3.780098409867925,0.03533117284058934,8.645264438415097,1.7018744915358979,-22.85794463819789
71,2.896969696969697,0.9997331599264047,0.3289397242162774,0.2591310084547658,0.9098360712057701,2.356192470107979,-8.810786322964029,-0.36627014393030916,0.47440646244425194,-5.5447787877599275,-4.075701541268619
72,2.936363636363636,0.9997131782604182,0.8648230811656793,0.26942791681062983,0.6021744198722713,-5.0472015992329915,-2.4307976665719,2.3029363762105897,1.450415603222375,1.6043575093256428,-1.4055733878740135
73,2.9757575757575756,0.9997541520143941,0.09800121707779508,0.5090726008200547,0.5944115468696294,4.801984602366989,-0.6048517494473962,-2.3245222990364938,-0.8068094531550828,5.514827281257225,-4.2182572750152625
74,3.015151515151515,0.9997706900360283,0.8772584469132082,0.03411314858814063,0.7461495933575999,-2.032413448798553,-1.3146713221941613,-1.4633846862945914,9.07522323510587,5.5488385164784475,-8.770510597233542
75,3.0545454545454542,0.9997856555603317,0.0036869765897771245,0.020189929806979423,0.9381126847861708,-0.2216246741725464,4.308838814977793,-3.8388068791988608,-3.2636208446864527,12.463064169210808,-9.475851003556748
76,3.0939393939393938,0.999709431763616,0.542384520359811,0.18239214205363452,0.09145089019788921,-8.963040545588672,2.0009064124381775,2.719495432016789,-1.07746923623655,0.6998640883893786,-1.3086537363244408
