,fid,tf,y0,y1,nuk1,nuk2,nuk3,nuk4,A1,A2,A3,A4,B1,B2,B3,B4
0,0.8085118879856604,0.01,0.0,1.0,0.0,0.0,0.0,0.0,-198.952653725974,29.284591516731872,-46.18450643874659,-19.069832720215462,199.9999865181483,-27.918202709376523,-8.494873651645804,-28.153887431473052
1,0.8085283139072875,0.030204081632653063,0.0,1.0,0.0,0.0,0.0,0.0,-199.99999984758995,-119.65644318293391,-70.55433215501249,37.595725376833464,199.99999966535322,-198.7540563814028,33.34988426925918,174.84471983898885
2,0.8085621009025851,0.05040816326530612,0.0,1.0,0.0,0.0,0.0,0.0,-199.99999983361218,-120.592224266871,-69.24585520658128,39.425655653047414,199.93279581671206,-196.87630420318567,31.107495352942315,172.88788526585918
3,0.8086149002563183,0.07061224489795918,0.0,1.0,0.0,0.0,0.0,0.0,-199.9999999197624,-106.19314149570333,-66.58352209893899,37.295414066145966,175.1825820621995,-199.99999985231716,57.633773456378684,171.45330424227603
4,0.8086884406988603,0.09081632653061224,0.0,1.0,0.0,0.0,0.0,0.0,-199.99999995111477,-106.25478048001965,-66.59980481071409,37.30406416058856,175.28430855018217,-199.99999993404327,57.533948449645585,171.46828628292656
5,0.8087860577506967,0.11102040816326529,0.0,1.0,0.0,0.0,0.0,0.0,-199.99999998026462,-120.1099045959096,-66.48753531576955,39.228225165652596,199.99999999745427,-189.48639213766882,25.180012726121028,167.68338876913984
6,0.8089098456505034,0.13122448979591836,0.0,1.0,0.0,0.0,0.0,0.0,-199.999999933019,-116.1031815477619,-60.68488672016652,39.779109097515644,199.99999999389541,-176.65306247119528,16.816085524599053,158.55023814132846
7,0.8090653744218365,0.15142857142857144,0.0,1.0,0.0,0.0,0.0,0.0,-199.99999999791834,-121.69507291491932,-70.5351580967044,39.6549808365292,199.9997961557261,-199.99999996879754,32.9898955367005,175.00893369370297
8,0.8092559558253937,0.1716326530612245,0.0,1.0,0.0,0.0,0.0,0.0,-199.9999999948848,-121.64073126213474,-70.52570516343344,39.63742535792595,199.91848216833563,-199.99999999676396,33.073635230726325,175.00040284145305
9,0.8094874702868803,0.19183673469387755,0.0,1.0,0.0,0.0,0.0,0.0,-199.99999999993722,-121.69117177454257,-70.5363961707156,39.64688122576894,199.9998198506866,-199.9960944462091,32.98966621844964,175.0087653221786
10,0.809765849474721,0.2120408163265306,0.0,1.0,0.0,0.0,0.0,0.0,-199.99999999965604,-121.67120933945901,-70.55708842601732,39.59226517136773,199.99999999571304,-199.99949086543674,33.00908842258233,175.02856523356334
11,0.8100974820781845,0.23224489795918368,0.0,1.0,0.0,0.0,0.0,0.0,-199.99999999994415,-121.32660301235418,-70.15837828457396,39.511412643688296,199.85188704691035,-199.04939797092706,32.519283840488264,174.3604316266858
12,0.8104905421585854,0.2524489795918367,0.0,1.0,0.0,0.0,0.0,0.0,-199.9999999976136,-121.6587793623785,-70.52128616082229,39.606702275894165,199.99999999954625,-199.9264599367576,32.95421893407797,174.97263230403905
13,0.8109515727652424,0.2726530612244898,0.0,1.0,0.0,0.0,0.0,0.0,-199.99999999709001,-121.77126736913775,-69.31331074704121,40.0284867626077,199.99999999750764,-197.159848960877,30.578880053273814,172.86384201797273
14,0.8114916840417455,0.29285714285714287,0.0,1.0,0.0,0.0,0.0,0.0,-199.99999999997107,-122.3680342698402,-70.3224521409952,40.42839064390073,199.99516777607758,-199.9999999938173,32.55331753379857,174.74516193950356
15,0.812114857373875,0.3130612244897959,0.0,1.0,0.0,0.0,0.0,0.0,-199.99999999959192,-121.39417165407752,-68.67765565479134,40.28500547053871,199.99999999766297,-195.9351657312445,29.749811302724098,171.92960253710157
16,0.8128396857582748,0.333265306122449,0.0,1.0,0.0,0.0,0.0,0.0,-199.99999999960843,-122.35626019749529,-70.27800082738544,40.5225259709716,199.99999973287328,-199.98915751954615,32.53621127324731,174.71043677098302
17,0.8136693107010889,0.35346938775510206,0.0,1.0,0.0,0.0,0.0,0.0,-199.99999999841722,-122.54722100621655,-70.0992511717175,41.12298370228575,199.99999999973284,-199.9994866811546,32.286110902605884,174.5114696306245
18,0.814518248198684,0.3736734693877551,0.0,1.0,0.0,0.0,0.0,0.0,-199.9999999992729,-109.80917290372648,-67.4673509024586,37.89258094378606,180.79628352378364,-199.99999999185806,51.9983836146025,172.2342621453138
19,0.8156854589745537,0.39387755102040817,0.0,1.0,0.0,0.0,0.0,0.0,-199.9999999973296,-121.4131441422108,-68.09829958800398,40.40608957244514,199.99999999952846,-194.49041697830404,28.49927966331031,170.8521514143967
20,0.8169128818557188,0.4140816326530612,0.0,1.0,0.0,0.0,0.0,0.0,-199.99999999908306,-122.71987952335905,-70.36177797511164,40.51527124764671,199.99999999988296,-199.999999994567,32.310877188319715,174.6958340867292
21,0.8182856590605683,0.4342857142857143,0.0,1.0,0.0,0.0,0.0,0.0,-199.9911029253964,-122.66837294861301,-69.7663036550799,41.875131683542804,199.9999999999337,-199.99999999144225,32.240965999014406,174.29977956562664
22,0.8198235847822267,0.45448979591836736,0.0,1.0,0.0,0.0,0.0,0.0,-199.99999999975165,-121.96474580909876,-70.2847180429137,40.35320684678242,199.99985981858254,-199.9999999937191,32.78058430551791,174.7889779879101
23,0.8215334172586999,0.4746938775510204,0.0,1.0,0.0,0.0,0.0,0.0,-199.99999999829024,-120.42010566955184,-70.0663003798125,38.63371185483432,199.99999999263466,-198.23351551532988,32.362870993757184,174.1183312160774
