,tf,fid,A1,A2,A3,B1,B2,B3,nuk0,nuk1,nuk2
0,0.1,0.8087268226418609,13.700167070787687,0.8655775561313332,4.950748521651436,199.99985718643381,83.54582195169587,178.78449559675622,0.4096823398639833,0.30361671100310916,-0.14288948937189028
1,0.1191919191919192,0.8088617332021417,-89.85302575667644,99.49642270144368,198.51067603640234,197.06148705561233,199.9999930871259,193.70049289517388,0.18875814945534075,-0.2995879449950364,-0.48956461696476195
2,0.1383838383838384,0.8089472295464777,-18.949399018644296,43.89550655121004,-5.670078801689138,-199.99964320450925,67.31811757695091,-30.254965926827666,-0.43120951074048297,0.1942022079826098,0.17536053372352212
3,0.1575757575757576,0.8090908107725038,48.25462125198088,175.80417396432907,-38.32674206322013,197.70228744327466,-0.3531165586532541,199.9999477884358,0.2744190033201207,0.20921459436766487,-0.22805788344423772
4,0.17676767676767677,0.8093221092886227,-199.99976730443223,-196.05577433855217,-60.10844081932499,-72.44943718220912,153.71415537647258,132.19839870487868,0.007381338879200006,-0.3424103844337799,0.13922403726582622
5,0.19595959595959594,0.8094382582732819,111.75383798814977,-1.7921459488027,25.09953403580983,199.99946310791933,-5.615555731147501,0.6500694825382991,0.35773017384615735,-0.05196321191052977,-0.06349962862734271
6,0.21515151515151515,0.8097700305284636,-196.19637239693964,98.09214651703205,199.99995139647612,-6.297254780000874,-157.42771601755175,199.5211107958485,0.027440404148385777,0.39614231189179483,-0.13584576885409627
7,0.23434343434343433,0.8100809317656156,-199.59990609595394,-102.19215899830459,1.915927845931504,-199.9990394160821,-0.5115469440317699,-45.23133316144803,-0.30526435508667416,-0.26222839033981005,-0.383196007041417
8,0.2535353535353535,0.8100222300861557,-193.57334101831452,0.3841741694733255,-38.93795486284507,3.654089302220827,-199.9988605317385,12.574596838668139,0.2193764104675915,0.3726892836806266,-0.22067777453468806
9,0.2727272727272727,0.8106104148991427,-199.97028290056372,29.457907907346538,15.044391313239949,11.510209537614411,-199.99960530318984,0.9969072181031879,0.12229033159406921,-0.01955101967999373,-0.17529238676381154
10,0.2919191919191919,0.8109316401243896,4.177744426967115,-29.971515790857108,-154.72500279100643,199.99996191236608,199.93857147025747,75.70280201390717,0.4077711609525716,0.2552019720945857,0.4435259979990199
11,0.3111111111111111,0.8107905432055589,105.42349873199271,120.34349907620219,-0.6753084987935734,-4.365037353069955,-199.99974181757085,9.120093478507108,-0.4215602159173931,-0.08851750755253895,-0.007316183265637877
12,0.3303030303030303,0.8121561968342496,0.041338717617529,197.88579357340433,-58.939524198519926,-199.99985344638873,-6.209700784154025,-37.014652658121506,-0.3757633865327512,-0.09843644153907227,0.10354554765185708
13,0.3494949494949495,0.814011687626061,-3.7276744403122715,-199.99987640480902,2.795034603965187,161.62094377605305,190.8566612577717,-199.97914445817824,0.3908589675832801,-0.43733584995117125,0.20015570639419367
