,tf,fid,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,nuk0,nuk1,nuk2,nuk3,nuk4,nuk5,nuk6,nuk7,nuk8,nuk9
0,0.1,0.7627222512850921,0.24034445937584747,0.10270336591797924,-0.07661224998383775,-0.15840872488685198,0.5263245271346002,-0.5879333376788003,0.9971739283155074,-0.8197733997875176,0.015110172289220625,0.4021676582195737,0.25360667800110814,0.8026545220719703,-0.008869974652646606,0.5359318973727727,0.966815829322649,0.8026020495916444,0.7550198794662086,-0.06662285873376317,-0.03459654801547574,0.32135188059292963,-0.2852957141867636,-0.24922126345926765,0.11870919679308156,0.4112647487345902,-0.40621398981745394,-0.3870604327821242,-0.19528747609746033,0.31547311893537067,0.313201373329576,-0.05940255872907341
1,0.1393939393939394,0.7629267977231315,-0.03485690832151245,0.15309885048891192,-0.06603123507162367,0.6198632308163909,0.7660970276422505,-0.22385001298377105,-0.7373833667761707,0.2778042474797131,-0.9883192567616657,-0.6866995158747928,0.04267459136047469,0.8594406752879877,0.5366580258849183,0.779009069912433,-0.7210212499893676,-0.6343747214293096,-0.9016440338894933,-0.6892212522801984,0.30235706940011453,-0.7622780233668749,-0.08021398258721368,-0.24994710483625338,0.35097528726328175,-0.10728649062443818,-0.2526743608667019,-0.25955857262220416,-0.22752406090190458,0.49676160085594023,-0.3041874330922726,-0.06214793224950044
2,0.17878787878787877,0.7631256054140547,-0.6493434599830022,-0.8509980804107281,0.6505183224458562,-0.8038941419886417,0.40381492297925997,-0.1257793965530277,0.23275600417046982,0.40524195593560375,-0.2772789298359969,0.676226203248076,-0.7510331666987816,0.165485793940563,0.7215001260205373,-0.43204434236414585,-0.44310768292341046,-0.22286957266643068,-0.5864290654818836,-0.2938533417448542,0.6606649008278559,-0.6930749723606815,0.28274071621884556,-0.2345311708307246,0.45059370355571626,-0.09732539549478403,0.04425077171741987,-0.008932266821620183,-0.163110011469898,-0.09456980966828743,-0.45334138723794437,-0.24037693413892225
3,0.21818181818181817,0.763326172725324,-0.2831964379522579,-0.35489009596781934,-0.4215946585321518,-0.4789432875185274,0.8407509001887348,0.23442404048667062,-0.5385571580635479,-0.5377415557198534,-0.25107916997316826,-0.544323822991561,0.06061598319982672,-0.8154846795861355,-0.35695592271456655,-0.10901546099728625,0.9644650366985646,0.3598022361542674,-0.4260380606476114,0.0720762709290099,-0.07423699094281612,0.8237359110271189,-0.22416476147292708,-0.28676031494297116,0.3856181588322707,-0.3167754708326018,-0.4276102093623698,0.0767524754172898,0.48032518855807593,0.02400271336314619,0.465958558805425,-0.3066318146110967
4,0.25757575757575757,0.7636025399776021,0.8100490553254045,0.4915698936806696,0.4626415505676944,-0.8809779945129133,-0.5400841418734269,0.21468747709298405,-0.5863721909168208,-0.4604006739963808,-0.9138369688267008,0.5384847425078555,-0.21384515821281586,-0.10961019424144218,-0.773794913553564,0.13114198566685145,-0.9223853689547548,-0.6979568742279572,0.5025116985711691,-0.48013895633707177,-0.2464302981479155,0.5541973392884914,-0.353560499964653,0.10572688345077819,0.08383425812515022,0.33790299651992795,-0.39506914218675304,0.46041771568762313,0.460938866873535,0.027021783208422412,-0.09653982191676125,-0.4271500134772136
5,0.296969696969697,0.7639039445113716,0.1781378157440528,-0.49145400785674753,0.7031518267734378,0.5503254030850824,0.33950143500427643,0.27753403030078916,-0.4938041396841381,0.2738986787345975,-0.38522627580887414,0.5473811165272475,0.4267868012016183,-0.569062608282583,-0.8999998638287252,0.8000735484778522,0.46141816319843765,-0.8623434146073167,-0.31171770476078675,-0.06690965550597773,-0.6933534001105063,0.6310866560217516,-0.28251570892480826,-0.41814727136457364,-0.16713697124015758,0.37783104044498683,0.2110166509927316,-0.27185949872413506,0.1025064118640382,0.13864565560616116,0.24476928622329053,0.10757963984896912
6,0.3363636363636363,0.7642517701421528,0.8487932711444541,-0.024776113183677985,-0.7232417386387101,-0.5667993012929536,0.6182184601997518,0.9029563277450886,-0.17067576910419416,-0.5892830930848262,-0.4848345859447879,0.7711968051695727,0.2740216561687269,0.5042410882843481,0.13791862282718104,0.2847508098935414,-0.267574682825559,-0.05444593722539503,-0.8709529173741993,0.7249400628017311,-0.3711900741742826,-0.9977718017466516,0.15506553275748425,0.48462762776556667,0.36478114482564017,-0.21027967417640914,-0.2177911826737743,0.27582319009455425,0.10121539871742413,-0.24545461190994677,-0.24423779034860515,-0.2411704017083336
7,0.37575757575757573,0.7646421241305444,0.37450029504197535,0.4095708857149626,-0.3241383640673159,0.9182572239525261,-0.12749363675368733,0.7011327694220053,0.005462796185567846,0.38800713875097614,-0.7697505392335083,-0.6930658832498887,0.37641318081591046,0.5814049059793456,0.7577753895403947,-0.4023651535785759,-0.12107194513233263,0.6846820167976372,-0.043689477969664554,0.6463784748748332,-0.11680420698042618,-0.802219625198444,-0.16350249267941452,-0.32281070234687925,0.4031583096018414,0.05483487174784207,0.3423903383683635,-0.26203476738729325,-0.17875583580271182,0.12133375503024868,0.40972665296091515,-0.10926939502719868
8,0.41515151515151516,0.7650759015283323,0.8007542805815686,-0.810169427897827,0.7041051850473575,0.2629946300445964,-0.954509557708558,0.055361420355259074,-0.6629864529598215,0.23619303736547934,-0.6849625513285007,0.42598639165867086,0.28761391105563017,-0.13173965233700363,-0.8971258842637186,0.16726350394318398,-0.5200483611304259,0.2392187691195646,-0.4253416735774191,-0.3968179962937564,0.970000248847309,0.2052251951675135,0.33110181651087545,0.4387666806776811,0.32373753025020324,-0.47718353573069416,-0.3239308282847324,0.37757417085448597,0.41431996956396633,-0.3506941086247941,-0.21517509013648528,0.31094781550962425
9,0.4545454545454545,0.7655213045995821,-0.06922824177725183,-0.5919277786745563,0.20399598549050876,-0.29465795727182326,-0.5317544032890449,-0.174094381026184,0.7804746406651968,0.7139185751707766,-0.11527243385393952,0.327982710436888,0.40724953629301447,-0.9868034458906106,0.7342457083621405,-0.12838203388309716,0.4109080704197146,-0.8320639434759404,0.20566889082620451,0.33944472148303195,-0.19036010074577903,-0.009944750625932954,0.4816756419801843,0.22945139842848783,0.2207741187096669,-0.1208016119708687,-0.0014406910995279354,-0.057311551359202295,0.14268985133637735,0.06625001788983043,0.3868035090182368,-0.3461763844830744
