,tf,fid,y0,t1,y1,y2
0,0.1,0.7631193408539981,2.8149256593728746,0.0960016861261422,3.7672699652220745,9.999935181599596
1,0.1393939393939394,0.7642305993629617,3.995772759950503,0.12346406769826504,9.995155713492084,-5.968056969260565
2,0.17878787878787877,0.7675383795727633,7.523605916068869,0.05737868303211466,-2.4362598494960515,1.369406219991671
3,0.21818181818181817,0.7687623900421865,5.823681084346054,0.09847010633548603,2.9239373054777613,-1.8933383933136705
4,0.25757575757575757,0.766733470063101,2.736316609988485,0.10125626738288232,7.750184179453689,-0.2617713654072735
5,0.296969696969697,0.7672352801455008,2.9395819799832923,0.14822524368689147,6.887909442492988,0.2789428123694339
6,0.3363636363636363,0.7807266436500099,9.965408651752101,0.060023948308311946,3.6534641933401475,-0.5664346497077618
7,0.37575757575757573,0.7742510951643566,4.21320506107908,0.30915254634999184,-2.0468307465771924,1.6277503747291795
8,0.41515151515151516,0.779326056363939,4.642384131067749,0.29595588102751846,-0.5094296174529301,0.4318645471223126
9,0.4545454545454545,0.7928594091409376,6.848084307678519,0.1899882063104973,0.819960625687495,-0.0658811766631813
10,0.4939393939393939,0.780061055178084,-4.053715732241326,0.42065150265150075,-4.0550587968930945,3.1523138250702343
11,0.5333333333333333,0.7981799763685954,5.727940457054441,0.2891251178190463,0.5989518785708813,-0.4037598417575093
12,0.5727272727272726,0.8048661887285776,5.894106864172846,0.31218971796891715,-0.07037122910549146,0.04132423061997796
13,0.6121212121212121,0.8064628287094755,5.495889034180125,0.3622263880975002,-1.0289501223112165,0.7886822848461714
14,0.6515151515151515,0.8167474814880575,5.935417428842967,0.33964793098153945,1.1947692995547952,-0.8509260167145698
15,0.6909090909090908,0.7922401062719846,3.6658640308625534,0.6745805902543114,9.999092157190997,-5.845308451021559
16,0.7303030303030302,0.8350828145836274,6.367496212945719,0.3570100002369152,-0.42817189637107805,0.31598194406571456
17,0.7696969696969697,0.8606415168001784,9.362612320434577,0.20043809225758968,1.9637642736758645,-1.0021833282308767
18,0.809090909090909,0.8475859350394838,6.144077575710667,0.42837018070139987,-0.5259722372996609,0.3986287875691892
19,0.8484848484848484,0.8339283535203674,4.870082837590992,0.6002600400593179,-0.14116128455849464,0.1402475648422113
20,0.8878787878787878,0.8254034530794254,4.243996875452044,0.7527406025173133,-0.023413515336755675,0.026787762275987084
21,0.9272727272727271,0.8739125573618596,6.2502567075032545,0.4862626929873247,-0.5134822662443927,0.39572901447117365
22,0.9666666666666666,0.8898941111616913,0.17495482726951467,0.00796052921398092,8.82138332473802,-1.9244432826482827
23,1.006060606060606,0.8780100609164959,5.576613874978014,0.6220014143103585,-0.0464331007312074,0.048385480181881324
24,1.0454545454545454,0.8237864561539922,3.6507198013991062,1.030835611925968,7.458733134359547,0.5003628729265427
25,1.0848484848484847,0.9530689137613689,9.999998671069577,0.2752314659714876,1.8010632287345012,-0.8674248130583097
26,1.1242424242424243,0.9281611247451751,6.710267871555971,0.5543617132725416,-0.19382088239951006,0.5061263967952032
27,1.1636363636363636,0.9326557630949089,6.485053115198927,0.60090963405519,-0.19184338974502213,0.1527087108580279
28,1.2030303030303031,0.977952829751907,9.999797556290996,0.3256278876700942,1.6369963638846965,-0.8883876875956019
29,1.2424242424242424,0.9012167073643963,4.89403913302972,0.9247605852241323,-0.5378293821185356,0.4504973328286548
30,1.2818181818181817,0.9600527622745448,6.616838258628595,0.6571375670036292,0.8025792077208955,-0.17450790441488245
31,1.3212121212121213,0.9672629088456123,1.700732490548946,1.7666166739685075e-07,9.169897188425434,-1.4985394607369993
32,1.3606060606060606,0.9926920870820807,9.645939358293752,0.4215479366041023,0.03211024643951181,1.0206952495312844
33,1.4,0.8776025866340361,3.947220341914549,1.3348029832812374,0.15658715132312684,-0.13803626531249102
34,1.4393939393939394,0.9310494825098701,4.805271975559549,1.1192926710238558,-0.18803570888493865,0.17442361586248328
35,1.4787878787878788,0.9898156205590646,6.601300310492315,0.7904254862844666,-0.48689735483047125,0.37800118543849065
36,1.518181818181818,0.9922728032892892,6.5021638380797,0.8292361680459436,0.6315507727550969,-0.5038005483922162
37,1.5575757575757576,0.9834087969323667,5.77395874277085,0.9893713334281626,-0.46994489173013154,1.0905894551406776
38,1.596969696969697,0.9965175842869508,7.091537879179697,0.7277093923935123,1.4327919446457855,2.0014683954460373
39,1.6363636363636362,0.875041867278495,-3.7705737792440654,1.6209461932353393,8.852424882347059,4.202925090006553
40,1.6757575757575758,0.9949724631906735,6.569293718740689,0.8624359828824054,1.0287243873235676,2.2728350897737997
41,1.715151515151515,0.9978050113618765,6.320992194803358,0.9108848444451672,1.898343108873283,1.9781591494628685
42,1.7545454545454544,0.9952215119386456,6.14245861446906,1.0633357280959292,0.9766827522959807,-0.3267741538727904
43,1.793939393939394,0.9967177355777049,5.549159838257224,1.229848611722443,-0.8599861217902003,0.7295691320992705
44,1.8333333333333333,0.997518232477945,6.508970660315127,0.6673016515777435,3.9426030452341596,2.68427042114189
45,1.8727272727272726,0.9290082925753006,-4.028211025140372,1.8403049755906946,0.04559642862194887,0.7387111359533792
46,1.912121212121212,0.9132587438865976,-3.9702658475721355,1.9121210646153008,8.215016574426977,4.119232665244104
47,1.9515151515151514,0.9984754383050441,5.527623878695408,1.15576567888276,3.1731058356481325,2.2773946494279835
48,1.9909090909090907,0.996751684731868,5.296045380732618,1.425016988713327,0.6702569676832701,2.215450330064627
49,2.0303030303030303,0.9972011624338142,5.4493731317482865,1.229806320043251,2.049825520265786,3.4505978716029446
50,2.0696969696969694,0.9977799427415711,5.106018089776782,1.5114711157250782,2.775901932785882,1.3540785169539142
51,2.109090909090909,0.9478133153999795,-4.083496700178438,2.0397222953053085,-2.475966744024837,7.536299024967649
52,2.1484848484848484,0.996487911269086,3.830586296735202,0.5172420826439446,6.826594931490115,1.8119654821923257
53,2.187878787878788,0.9973434613445976,4.919501628388138,1.687213517353429,2.6341175471899407,1.7130841941773978
54,2.227272727272727,0.9981100764115995,4.839821840788211,1.8513301815209704,-1.8082798682612107,0.25958144104419223
