,tf,fid,A1,A2,B1,B2,nuk0,nuk1
0,0.1,0.7627228014653378,0.28242488004328425,-0.508346969072712,0.032343226075030394,-0.3248810402436534,0.22611221842412843,0.06411326412664553
1,0.1393939393939394,0.7629264866823797,-0.8103399633162649,0.15974682254895445,0.005273867844162616,0.8250319910825026,-0.030294892926438166,0.48513463490939546
2,0.17878787878787877,0.7631267314421051,-0.6772519912067398,-0.8294806463998123,0.40155053796434315,0.24390372603324284,-0.3848890892913506,-0.22103389647193306
3,0.21818181818181817,0.7633233486514268,-0.7782669400779149,0.5957160608727111,0.05013265227950158,-0.7633418086208132,0.4558699971643737,-0.49785134356825533
4,0.25757575757575757,0.7636062420098813,0.021875970827382366,-0.9953861157016896,0.6983452187349926,-0.5640925541088141,-0.028131602534317013,-0.49299212402774817
5,0.296969696969697,0.7639081138547833,-0.16160871656095444,0.3877133768001484,0.7131668520413716,-0.4557700576900178,-0.04955977220934138,-0.01246347350535948
6,0.3363636363636363,0.7642415776625968,0.6814543525957851,-0.3780469105851921,-0.5596240567055262,-0.8629456495268097,-0.24998963484168268,0.10776411464387115
7,0.37575757575757573,0.7646328524499627,-0.5975599297567649,0.8560599468654986,0.06534944721930658,0.5245608730877052,0.33271138988689386,0.07427728602063732
8,0.41515151515151516,0.7650747638733948,0.006934310497023333,0.9168831402173658,0.03106427369897036,0.1556639549154954,0.033924175281637936,-0.3219931996064055
9,0.4545454545454545,0.7655296700359269,-0.19197264804103345,0.6237976263684359,-0.3798689539406672,-0.5316581049684334,0.34977648987342647,-0.2933392380969383
10,0.4939393939393939,0.7660349479461499,0.6488908264915872,-0.9204754033127235,0.01636054600220654,0.0019883835186609512,-0.3936172479421687,0.49234767371533183
11,0.5333333333333333,0.7666428854708226,-0.9789736349931014,0.6653269922956665,1.0558755063944651,-0.25967686744753576,0.18311913149514114,-0.06529299263620703
12,0.5727272727272726,0.7671853636899132,0.25559701197193824,-0.5746005224072175,0.6099435902671624,-0.9153268331506169,-0.16250493954757805,0.0793449461023642
13,0.6121212121212121,0.7678341448641327,-0.17383148940293403,-0.858665980118317,0.1680576829594953,-0.24586641371980633,0.22934209223301905,0.4633820068008937
14,0.6515151515151515,0.768559760135999,0.015291478298812944,-0.024127491027502446,0.5997837437361224,0.49328945377357303,0.04099416630745856,-0.30585998686473703
15,0.6909090909090908,0.7693688725360789,-0.9983516727762395,0.8128099965255691,-0.9544983955806065,-0.1431632923626919,-0.34706362217123055,0.27571349306537696
16,0.7303030303030302,0.7699722905658481,0.7746131946055146,-0.5564906436712838,-0.4234652755350219,0.24563021171321053,0.33022756755462723,-0.025710013001203347
17,0.7696969696969697,0.7707504082382637,0.09929244341649685,-0.08987093516669858,-0.758476248724787,-0.7813161556922664,0.49260901093779486,0.46067607876453487
18,0.809090909090909,0.7716840978189954,0.7113597776762657,-0.9575366843103758,-0.17869915392606464,0.7331519075787221,-0.35214749621940034,-0.46183849058474036
19,0.8484848484848484,0.7722655462523044,0.9708716282999753,-0.4915112468289354,-0.06920907483567991,-0.10434561281416324,0.08605857492322411,0.35831169216966297
20,0.8878787878787878,0.7731901255070143,0.3748481060545633,0.6312222507319428,0.3550564975823636,-0.6014263829061682,-0.41691964827668415,0.43288636799200597
21,0.9272727272727271,0.7745897910074541,0.23032173877601103,0.07333873908609334,0.6312070417962952,0.4572156582887015,0.06926281078808982,-0.357203438847592
22,0.9666666666666666,0.7756185039691239,-0.958147111832828,0.4695794053537367,-0.28513851605377055,0.23223961030631482,-0.2574358635508096,0.4527843336258255
23,1.006060606060606,0.7759384004055982,-0.6189459768465029,0.8836726345555976,0.11793099741146573,0.8640307828092466,0.44957679192640754,0.379027864494091
24,1.0454545454545454,0.7764627296992013,-0.7071929838142212,-0.27994169233853544,-1.0276746189265331,-0.9067509011569315,-0.01693215507815793,-0.43116025657437596
25,1.0848484848484847,0.7785895014903966,-0.5686695435611527,-0.3744569636862958,0.26216854406981466,-0.17701793314174366,-0.19834080334251425,-0.18431507284815074
26,1.1242424242424243,0.778731256000554,0.8020452946837195,0.8162677065945596,0.5585478946983546,-0.10193936167109893,-0.21020068508263234,0.4324972509367546
27,1.1636363636363636,0.7810100299037633,-0.9826656910340307,0.2806559831980056,0.6249067307155391,-0.04806970116565944,-0.3639019032220554,-0.14038786397913572
28,1.2030303030303031,0.7828173708232167,-0.9113445091518253,-0.2680442147996337,-0.033788831954629575,-1.0018816125162266,-0.24506836373386387,0.4593470798463275
29,1.2424242424242424,0.7817345427567733,0.1314103102763633,0.7144343145116511,0.2464639103575432,-0.7128898008217018,0.06736063519552626,-0.4983016914193794
30,1.2818181818181817,0.7835838177496005,-0.14815391009984918,0.6611939153415546,-0.8301131355226679,0.03533563561259008,0.26897278802099633,-0.325689708681023
31,1.3212121212121213,0.7847273346908172,0.7446637856142714,0.724669221436048,-0.8959707627882391,-0.9382854867632158,-0.19169386786266585,-0.10105554519498183
32,1.3606060606060606,0.7883497688876424,-0.678447466596811,-0.1172609002042504,-0.7475459362680235,0.27875333831784066,-0.2870922422348313,-0.440232543092701
33,1.4,0.7906521909933605,1.5449172665557598,0.09039539301060177,0.6126941308988274,1.0296553136900997,0.27010916006939434,0.2267015615595408
34,1.4393939393939394,0.7884968859631524,0.42715604334472546,-0.08749766142906723,0.7435638649530112,-0.015910084245488676,-0.18122856278077515,-0.005430466713151727
35,1.4787878787878788,0.7932774230315996,0.8806116769951143,0.7071938830377565,0.9724161220979671,-0.6316561654515502,0.4128132821872983,0.3178477106780635
36,1.518181818181818,0.7920037108826433,0.4773980999027898,-0.3452599265536209,-0.8234024974905323,0.8310439758617498,-0.40034040379864433,0.25165227000531454
37,1.5575757575757576,0.7926257880587385,0.16239371004626188,0.20019109736800914,-0.3629496278915876,-0.33691257653476114,-0.2946052868833944,0.07088810697704928
38,1.596969696969697,0.7938593700074638,0.6502708607715215,0.8750777364790847,-0.6066656072997815,0.5156256786981834,0.2897902293455812,0.44919851431021507
39,1.6363636363636362,0.7953087069447041,0.3792098156806913,0.14566936865651653,0.3897303749473637,0.22913202177753972,-0.13176511030313065,0.32842896082973305
40,1.6757575757575758,0.7998053469060676,-0.4537473627550061,0.6002472642390443,0.020291486171082736,0.6051535531831865,0.17454889853854327,-0.3023841847259908
41,1.715151515151515,0.7997408869806821,0.3397584046791557,0.24901470577836513,-0.15227046023170904,-0.20703121685993442,0.4157147003596571,0.24802846818290702
42,1.7545454545454544,0.8169081631864731,3.3540374824084243,-0.2029288616684704,2.0122862484114146,-0.08172496720314593,0.3322136686837479,0.4685935471657259
43,1.793939393939394,0.7986636942972328,-0.5974031835641604,0.3511992432459381,1.0198096586080871,-0.7861716635172893,0.4900504967134286,0.060487436842640574
44,1.8333333333333333,0.7984267323451681,0.49041310131284643,-0.8685941837917811,-0.9806510581852391,-0.7260716059538863,-0.43422985186552,-0.37404234066531494
45,1.8727272727272726,0.8051798403575384,0.08227363118059261,0.3569996813969096,0.14796459653674984,-0.08378868027352654,0.06957431538930314,-0.4156240587849691
46,1.912121212121212,0.9157913203787066,12.748843954942611,1.2567368798184118,8.271312848290556,8.44901982010918,0.36680615872615474,-0.48087290792343296
47,1.9515151515151514,0.8075899270993387,-0.7593605301752182,0.28599738528271307,0.6532929558683018,-0.9742863541040516,-0.43165045522080703,0.2844978846689056
48,1.9909090909090907,0.8088909585839563,0.6739334871890938,0.7663613931819988,-0.3002403646145475,0.18126617866722894,-0.21616898327745837,-0.2772106380976851
49,2.0303030303030303,0.8049976674620211,0.9933301041167855,-0.028955999901749463,-0.29911683062998895,0.0460190152428499,0.03231792395172417,0.10245702616558061
50,2.0696969696969694,0.8089173907562841,-0.08530795858231177,0.3245383453683113,-0.5087239718472945,-0.22403976883899213,0.4004122612734876,0.08217243459816603
51,2.109090909090909,0.8181956013356075,-0.6166713477538165,-0.13583938908452378,0.3415009465104029,0.5714094388686289,-0.13826050964300873,-0.23756466278725075
52,2.1484848484848484,0.8080709293212377,-0.29703343753018446,-0.8035360224235909,-0.6969376511418041,-0.5149886836870372,-0.16128885264847515,-0.27237173137084647
