,tf,fid,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,nuk0,nuk1,nuk2,nuk3,nuk4,nuk5,nuk6,nuk7,nuk8,nuk9
0,0.1,0.8087177131353368,0.17703693218063998,-0.9669714537976504,0.9907964611371716,-0.5908532476109776,-0.1203609624725197,0.6878472105479823,-0.45315466150050265,-0.03336405387907826,0.30848949915967694,-0.6540309622825815,0.6546193225277244,-0.5339435173287925,0.9244845941028608,-0.4977914581321332,0.6111545657569448,0.7748844425554995,0.09995142635499876,0.28673333924885624,-0.8575169448769651,-0.9149741626631764,-0.34594662590869096,0.16146224762960082,0.12693446308888445,0.2743682947833159,-0.2556287397066832,-0.22013594612298193,-0.2887942407474804,-0.009636680592450708,0.15355097527089956,-0.1050471785179029
1,0.1191919191919192,0.8088019309169443,0.8566947736204867,0.8166986409992795,0.6156590141989493,-0.9746490777355044,0.33701644373699935,0.8855763896438315,0.4959103057239528,0.8357608984735254,0.5821164883751978,-0.3332356605897768,-0.22943942069147,0.9883743720255763,0.7236166094823674,0.1683609335045511,-0.7525440420407499,-0.7013788020312918,-0.017770077472252382,-0.23950865330709212,-0.9582619052666844,0.39294891073199045,-0.12473319233429125,0.18545431288959313,-0.38381850417163954,0.2236446630505401,0.35450896381168284,-0.22685407973576688,-0.014498071704449389,0.2864805278446888,0.35888345715212544,-0.21966941274678442
2,0.1383838383838384,0.8089024423029968,-0.811222449688111,-0.1335619432448397,0.5090552901743023,-0.7754775890544606,0.7988771160658051,0.9586167423323765,-0.5535875076848242,0.46566980990333484,-0.0143580075036855,0.003619461051991712,0.5861155222906177,-0.008671586374775825,0.5049491477396622,-0.12847935377027214,0.6685728126810778,-0.09988644637378706,0.22460711707940323,0.3377177743289508,-0.8227048054207522,-0.5304204937314129,0.04593915030779905,0.06641319622498365,0.48124355518852735,-0.3597338154993942,0.3334207005315265,0.2457758148349567,-0.49812087533576743,0.006680350782094169,0.030999940507725365,0.4680319197680475
3,0.1575757575757576,0.8090190559187266,0.9859614397429016,-0.8646396378088601,0.5724993195908867,-0.4611270706310438,-0.6380989421025606,0.774951835371632,0.0957841904930118,-0.027743632715623506,0.6599496417007142,0.1465457349143367,0.22877850904521063,0.9170532692709323,0.7467308431880296,-0.3446030469160633,-0.604392649718069,-0.10866572539000435,-0.23582248537471331,-0.9848910585082127,-0.42747373463543925,0.4420940873730767,0.22736584479881627,0.41061384683306035,-0.3339141089540917,-0.334926610977624,0.006339428758291743,0.04349457008767399,0.30756136631358,0.12521843384038167,-0.22188176014476013,-0.4775923846099853
4,0.17676767676767677,0.809149162710576,0.5757628725729566,0.1946798358420723,-0.48892851832240375,0.9208124789910307,0.3949729088609815,-0.3267134876623431,0.019530301562004183,0.06263187399371521,-0.9491100908510596,-0.07290880636258938,-0.6569533627655698,0.10139374871459396,-0.05518480983913911,0.3874052157089831,0.16381560655895516,-0.7494296665932603,0.3831496040879551,-0.30760228156298647,0.9202678395888755,0.08579260401465481,0.2911474281881429,-0.17024704306450422,0.3707684408091172,0.2522803910581505,-0.05613211402114249,0.24395345531287183,-0.04284072387127502,-0.3058796217891916,0.2011881813387475,-0.2115632804721751
5,0.19595959595959594,0.8092955597013525,0.8201430330984487,-0.518621379279884,-0.514783407670262,0.8761013836689451,-0.09443548723861583,-0.3318793703892336,-0.46107674538383514,0.4516898457664394,0.742278664309904,-0.28789780290561146,0.5110297337439907,0.7467930792269045,-0.3018473705803497,-0.8441663066850829,0.045358641337152075,-0.06439777656713051,0.29605988735290945,-0.6706469363900999,-0.5135761593647978,-0.6096144204189616,0.42106881172479527,-0.3937188692531819,-0.1557799746911398,0.10279557885308965,0.2104263761853593,-0.442029004678986,-0.391332703241866,0.22548814101148906,-0.2247008648568818,0.422024278145117
6,0.21515151515151515,0.8094569681243301,-0.5697620416993561,-0.9666286972407698,0.3015831228525101,-0.6411389374536727,0.5195386090519933,0.1513919638670358,0.8764161275402687,-0.7282560311869701,0.6529953474115588,0.7657119649272393,-0.6174334968199391,0.28193088025528446,-0.1294880095827844,-0.559220331973254,0.5446924132265352,-0.8608734926740471,-0.011006327348758393,0.553124371403108,-0.6747205900889579,0.019643360475734672,-0.13349149944606786,0.04951816454119273,0.10486978058961705,-0.3449390069182412,0.02781925290410492,0.4721662952721378,-0.08106797310570535,0.33431886494774865,-0.46313793097143374,0.20268674850413781
7,0.23434343434343433,0.8096333841465255,0.9395592178032718,0.3700549546534643,-0.5610949455402094,0.11252413419789024,0.9112382039928208,0.9517818289177008,-0.6971111109168755,-0.10696482876125409,-0.6303272387250272,-0.393783103658807,0.07808395466519803,0.6246603609500916,0.8909831458319654,0.35037128326838124,0.9644897687904835,0.5057010034600115,-0.12369286188667193,0.7203168391160747,0.9229932675512433,-0.028505414005376414,-0.45982616030796664,0.21369238613960773,0.30683296357179,-0.0798811318105277,0.015444607921778042,-0.45695055105838467,0.20170296271031518,-0.07958543205150959,0.09069481392074319,-0.4711601023821511
8,0.2535353535353535,0.8098216965117365,0.29880724734859876,-0.9380015948751902,-0.10730517721691987,-0.6239320549194229,0.3053753600103179,-0.8298168525410996,-0.7790312349922258,-0.39468679328241824,-0.8177785229430055,-0.44862843979043776,-0.9848867140659213,-0.7301050227580559,0.9511628429581399,-0.769684050324774,-0.8039614432035941,-0.6819482323553412,0.5245658768267824,0.5195160428611654,0.2191158113547543,0.4173260177614275,0.34349640465146036,-0.4323724940861712,0.06017709567444285,-0.432333019266937,0.13675187858079818,-0.023681409537731013,0.32903052348997397,0.34662719006934173,-0.4256207169619156,-0.3450347796165554
9,0.2727272727272727,0.8100228869241315,0.8759883147371279,0.5244703648821755,0.15632001138001883,0.7429564428307432,0.12584062412651936,-0.1398234533644273,-0.3144992835858998,-0.5765383988543545,0.17207513704281205,-0.8575005341661363,0.5056956792778198,-0.5031558865547131,0.4741335396370193,0.4069801757167998,0.10469917789301178,-0.2118357749098377,-0.7316510741917907,0.6996299365085795,0.7218177279829967,0.008302628538357814,-0.08682626545374561,0.2734495724201721,0.18675433275824815,-0.12420640382757098,0.19256309024413554,0.4170430282019064,-0.030702911562874635,-0.19060059441234967,0.1549196095948865,-0.17412622329862948
