,tf,fid,A1,A2,A3,B1,B2,B3,nuk0,nuk1,nuk2
0,0.1,0.8087177345132214,0.04930943849016094,0.3581757078893943,-0.43432093947954736,0.5023518441246392,0.10148681336108273,0.7701754338353952,-0.10455845878839864,0.17989708906316637,-0.047164467675748
1,0.1191919191919192,0.8088018856892013,-0.9168715321279686,0.608175842235898,0.954731152390329,0.6343718373335492,-0.5773743279361756,-0.30642604952249775,-0.3264358970847643,-0.4486162315516673,-0.2162733722209763
2,0.1383838383838384,0.808902256771335,-0.602142001879633,-0.6707531009334118,-0.7707109060329213,0.23427479074685384,-0.870480034205418,-0.8295590366561272,0.3440067970606,0.47636354231525857,-0.12323914367336641
3,0.1575757575757576,0.8090190767507557,-0.45787158593727395,-0.5714316775379948,-0.12477982938189358,0.07884372746568458,0.5602765587919978,0.7593460180100062,0.4867232921061142,-0.10522156886992051,-0.017743461972225316
4,0.17676767676767677,0.8091498381004172,-0.9377531787492421,-0.19497472226766366,-0.41313331536094533,0.6328834059650541,0.9074580274892006,0.9207588765913419,-0.04175176590749463,-0.05356035692462635,-0.08522954054287957
5,0.19595959595959594,0.8092936919119189,0.135872817485039,0.13850533011342048,0.9465948866485145,0.6351455645246058,-0.3809412321971968,0.46876619359608807,-0.39701859731080047,-0.28868314154472796,-0.020321271750013414
6,0.21515151515151515,0.8094554628774089,0.5715767525944908,0.6305573763595977,-0.5136909949535128,-0.4976263721504672,0.5122877567100274,0.15729165866372802,0.3778884584927247,-0.012001273786850009,0.01896980032603357
7,0.23434343434343433,0.8096363573163216,-0.16586212270320577,-0.5871122071428585,-0.6765138874105485,0.7993552324691531,0.9860207600221986,0.06748624441044404,0.2853399384742836,-0.4138944557597678,0.025984789696791966
8,0.2535353535353535,0.809820780416686,0.25605328977819886,-0.9499308633035094,-0.8365675381345606,-0.6568078852343331,0.10812779453226806,-0.6044532065189407,0.34986677475920946,-0.15608095209360884,-0.4095821787592674
9,0.2727272727272727,0.810023042502311,0.7768849008282834,0.018945913846477078,0.5787838907106831,-0.7307109096235068,-0.8601380689015861,0.18723072527461485,-0.13004936750181573,-0.47649919011992214,-0.4069361492320155
10,0.2919191919191919,0.8102432169339044,-0.019009600965836065,0.1805438615413854,0.6696732874538106,-0.1188381744226665,-0.7533358145168042,-0.58424955629725,0.42761461321385774,-0.40770449737725856,0.09286359579950298
11,0.3111111111111111,0.8104752069100776,0.0695206449453711,0.656981503623006,0.1358597757904358,-0.6860488071484367,-0.3055801132482399,-0.4112785535892879,0.24834789378478994,-0.4692340757234188,0.31519657309813987
12,0.3303030303030303,0.8107305411170675,0.42837003731776435,-0.0638996572306969,0.3808474195338243,-0.6993202210200984,-0.8610111755949399,-0.05814425931280831,-0.2146128686838783,-0.4489418937583268,0.08666996462348087
13,0.3494949494949495,0.8110075370581677,-0.8100014197641022,-0.9096533553859778,0.855137891690339,-0.7767441567822523,0.8931549017128152,-0.6182848214556901,-0.39361506341031416,0.023330794293079493,-0.37876663239862074
14,0.3686868686868686,0.8112747425502252,-0.42912463401231865,0.4643717212411655,-0.6952652031463261,-0.8570974162644028,0.2658189615307953,0.7611979066016135,-0.02292468551835769,0.2223130326567596,-0.3735170435449632
