,fid,tf,nuk1,nuk2,A1,A2,B1,B2,y0,y1
0,0.8104113441628663,0.1,0.2638487842046896,0.18611538766343505,-7.756625109333518,0.8032861972325327,1.9087149114998574,7.546705158159684,1.9999999972595668,-1.3205342484393432
1,0.8112092784019548,0.1191919191919192,0.29124967066866414,0.1850173275069087,-8.72941873471802,-4.44670142324904,8.983148176244715,4.432177780924386,1.9999999977694554,-1.316122071950871
2,0.8121456857537308,0.1383838383838384,0.011177314741111166,-0.03556629937629141,-13.629262862129863,-3.845504652386265,-6.386567458231202,-8.001063764539758,1.9999999990810093,-1.3110723264683928
3,0.8132093845161403,0.1575757575757576,-0.24286467721483662,-0.046574186258994454,-2.5798786338188693,9.657849572087244,6.333969894382646,9.813801436934398,1.9999999964893964,-1.306442772818467
4,0.814429932259593,0.17676767676767677,0.14761550358238218,-0.24862150869198485,-19.62351821513425,-1.4006797397551798,2.0000242084254514,4.389319816602165,1.9999999983880472,-1.3118265178916437
5,0.8156925769997017,0.19595959595959594,0.1245106194470067,-0.4080119578493062,30.005476704914187,-1.0655563731255504,13.445261221081765,1.1223621504823524,1.999999993357152,-1.2888556354913012
6,0.8172261308087978,0.21515151515151515,-0.22704931857733013,0.12889291543956816,-4.285618818120877,-2.0090117532530285,-7.610522471113514,3.2324562290103565,1.9999999528346444,-1.2960566893288703
7,0.8187606535349167,0.23434343434343433,-0.4617230282171707,-0.31850541251686804,6.6775755265549055,6.626469519791937,-1.4322123282895447,0.11168022748830553,1.9999999987987773,-1.2827133075080943
8,0.8205088161322118,0.2535353535353535,-0.2555670737063652,-0.11732399017616912,-3.916538393410936,0.1519733826363329,-5.260297121411998,-15.067642065405234,1.9999999984517816,-1.281643172934774
9,0.8223277882698801,0.2727272727272727,0.49550228397657015,-0.2999558077128057,3.9209839507470576,6.405445470820269,9.91602737669515,-1.3064877220857047,1.9999916674231637,-1.2785270879580062
