,fid,tf,nuk1,nuk2,A1,A2,B1,B2,y0,y1
0,0.8104553851827819,0.1,-0.38493773039404455,0.014178406938556543,-199.99999836391828,-199.99999078639343,-199.9999966261067,199.99999987746156,1.9999593644036535,-1.3644984759188956
1,0.8112700479919295,0.1191919191919192,0.1227169600330763,0.19864968778490255,-199.99999930629946,-199.99999774935017,-199.97997421070897,199.9999996152592,1.9999968805891442,-1.3431368627446425
2,0.812304239870231,0.1383838383838384,-0.47196371057261943,0.07830034278569531,-199.9999997162581,-199.9999995398955,-199.9999999815699,199.99999975896125,1.9999390680207454,-1.3894300778512383
3,0.813402358658628,0.1575757575757576,0.07191229486533801,0.14634837915030197,-199.99999997665657,-199.99999926216864,-199.98278497478242,199.9999994670606,1.9999738150004676,-1.3716010527459916
4,0.8147291812339663,0.17676767676767677,0.0754617693252001,0.2529457395213599,-199.99999996607616,-199.99999840178026,-199.99987187475085,199.9999982038418,1.9999952177670113,-1.37697039344586
5,0.8161912979433914,0.19595959595959594,0.400075968215419,0.12104913189248534,-199.99999967365417,-199.99999927362722,199.99999959341292,199.99999909123218,1.9999628610030062,-1.4034688271947582
6,0.8179426956837235,0.21515151515151515,-0.2536402963920742,0.08876979528086693,-199.99999974720726,-199.99999923156133,-199.99999985243846,199.99999980875612,1.9997376449282278,-1.5263119575359736
7,0.8197441703446877,0.23434343434343433,0.042988774322736734,-0.016304976423082818,-199.9999999886844,-199.99999970567166,-199.99999831154003,199.99999990206572,1.9653765925381221,-1.3952665757182432
8,0.8217726143995878,0.2535353535353535,-0.2910887960476084,-0.05976656191476526,-199.9999999905657,-199.9999999112588,-199.99999993038844,199.99999955552153,1.9057181601121647,-1.4569894611412073
9,0.8236609001843987,0.2727272727272727,0.29484299465490105,0.26563418893803803,-199.99999988654668,-199.9999994119253,198.9764855904961,199.9999997900318,1.9545702600020727,-1.44603755485103
10,0.8240448346830754,0.2919191919191919,0.002888352345826406,0.26818558408899096,-199.99999985411907,-199.99999972303345,-199.99999973087031,199.9999993888029,1.6576624557611401,-1.1286577727426734
