,fid,tf,nuk1,nuk2,nuk3,nuk4,A1,A2,A3,A4,B1,B2,B3,B4,y0,y1
0,0.8121036494415554,0.1,0.1045540001926828,0.4845642391319882,0.38705952763014084,0.32296362052599614,-199.99999995563726,-199.9999894094115,199.99996425245152,170.9916563093008,-199.99999900437396,199.999998384957,199.99999705724917,199.99999961319202,3.9999889142903347,-3.3457490494884055
1,0.8137462359369629,0.1191919191919192,0.20739942125315336,-0.1582870614694255,-0.15495591585943203,-0.13367496130257228,-199.99999999108758,-199.99999996952133,-199.9999995683213,-199.99999948138182,-199.99999832637045,199.99999991712644,199.9999988936234,199.99999617116768,3.9999972652984637,-3.3467507438705524
2,0.8156806368356133,0.1383838383838384,-0.20083755226077815,-0.3558095553676095,-0.0905084943834622,-0.23447846606195089,-199.99999966074606,-199.9999999936489,-199.99999933090254,-199.99998744816048,-199.9999999842165,-199.9978233465209,199.9999999039986,199.99999932603689,3.9999982813725996,-3.478483965680396
3,0.8176676931568615,0.1575757575757576,0.4898084310417201,0.4444073079140112,0.3113958162663826,0.14634804212554586,-199.99999999588042,-199.9999991791574,-199.9999994893854,-199.99999539019265,199.99999981459692,199.99999924702647,199.9999997694798,199.9999988823479,3.9999964557778105,-3.3703972595580467
4,0.819890915918725,0.17676767676767677,-0.36074276152362317,0.2665828713365592,-0.22419910329862536,-0.13303333523422423,-199.99999993854354,-199.99999993832324,-199.99999978938956,-199.99999793955004,-199.9999999999174,199.99999956947875,199.99999919246284,199.99999763326295,3.870833368707619,-3.516932870830058
5,0.8223564513559839,0.19595959595959594,0.491853855553138,0.1448752088573676,-0.22740356271554385,-0.1543633160389175,-199.99999995535248,-199.99999973239574,-199.99999981331226,-199.99999885951786,199.99999967835947,199.99999982251398,199.99999970793522,199.99999869221776,3.8176541214343334,-3.3398502781303816
6,0.8254409212455115,0.21515151515151515,-0.12144286941609073,-0.28573872108353027,0.479346865265063,-0.15061438807612182,-199.99999995799095,-199.99999989671562,-199.99999723917625,-199.99999895252412,-199.99999989658906,199.99999996414977,199.99999819238545,199.9999992328701,3.690224368735152,-3.580481926236866
7,0.827679356504932,0.23434343434343433,-0.19340730383851246,-0.188279574654309,0.21987497065426098,-0.12022688928871506,-199.99999990608086,-199.9999999712623,-199.99999992901633,-199.99999969357697,-199.99999997917388,199.99999970148804,199.9999990419587,199.99999845813466,3.3826789897966014,-3.173276333272651
8,0.8312404134404461,0.2535353535353535,-0.09614305769618603,0.3234242496192242,0.07997025290053295,0.4781178008134196,-199.99999999479357,-199.99999910239367,173.2337105039791,-199.9999972996831,-199.99999979754853,199.9999998518013,199.99999973519797,199.99999897784838,3.598914834424547,-3.348575536443279
9,0.8327579649992038,0.2727272727272727,-0.002874715609122447,-0.13197727700679973,-0.3920585502612073,-0.33410080078920257,-199.99999990395847,-199.99999988682006,-199.99999968150806,-199.9999993217677,-199.99999910103577,199.99999984249254,199.99999955151594,199.9999998414032,2.8159155987375697,-2.4426633295143785
10,0.8402155291851162,0.2919191919191919,0.3852817576984766,0.3944781988081486,-0.4287084823436036,0.1927811293328714,-199.99999995416852,-199.99999946427678,-199.99999998069978,-199.9999999104873,199.99999965431155,199.99999999232531,199.9999998118781,199.99999972190247,3.386795599770728,-2.946297892445484
11,0.8381748816984025,0.3111111111111111,0.14465064010537998,-0.15373987097752517,0.43518019857251067,-0.26010943748919246,-199.99999992844337,-199.9999997870126,-199.9999812148507,-199.9999986926897,-199.99999943472884,199.99999995667542,199.9999997983312,199.99999990217125,2.693172002373184,-2.150474161732043
12,0.838695654439377,0.3303030303030303,0.27385495055522946,0.34900814817033554,0.3152641136682044,-0.4486800773430245,-199.9999999866911,-199.99999967287124,-199.9999996221959,-199.99999997135455,26.123105916637805,199.9999998554443,199.99999977979073,199.99999978335407,2.5515173607822805,-2.1684159019483844
13,0.8486957688490996,0.3494949494949495,-0.021365855569296377,-0.24681856248546996,-0.044680724038746455,0.1971862346135741,-199.99999989646548,-199.9999999127931,-199.99999898651978,-199.99999707911584,-199.9999994575693,199.9999996160283,199.9999998082485,199.9999998792238,2.660596841250273,-2.7087717585985973
14,0.8457209776267759,0.3686868686868686,0.317112870683844,0.2952982740205452,-0.21053310650777135,0.486216274884121,-199.99999993701437,-199.99999999999753,-199.9999996905156,-199.99999845934383,81.226861802675,199.9999998257891,199.99999969023065,199.99999927700068,2.4567399113924084,-2.1633106391463737
15,0.8471127913389453,0.3878787878787878,-0.06697521225183611,0.47521040040058404,-0.10803224045350834,0.25395431156112536,-199.99999994990222,-199.99999969508698,-199.9999998934136,-199.99999789153233,-199.99999981614334,199.9999999800025,199.99999981358098,199.99999880385695,2.1585676270255156,-2.0429302582993576
16,0.8636090483483776,0.407070707070707,0.47123008719043236,-0.2810414554833325,0.19239966522446283,0.24660876545224308,-199.99999996054012,-199.99999999404636,-199.99999995596838,-199.99998943102196,180.03830354243587,175.10523842526496,199.99999881307136,199.9999947289333,2.617653512185681,-2.2162972454228638
17,0.8568195373913345,0.42626262626262623,0.0874431274489973,-0.3802617097480895,-0.29656324103354725,-0.30304881409182094,-199.99999999902747,-199.99999995536936,-118.85851865442805,-199.99999998171188,-199.9999999722466,55.69266800421222,199.99999981514384,199.99999995856936,1.8725895086878954,-2.028767539918298
