Var1	Var2	Var3	Var4	Var5
0.25	0.0311239868151875	1.69996777622496	-1.69991650528949	0.154636215746288
0.306122448979592	0.0278397934715688	1.69988628414793	-1.69970140876733	0.190094695255494
0.362244897959184	0.0241639332034627	1.69991273615272	-1.69976712373907	0.226004253472566
0.418367346938776	0.0202370344201188	1.69999642051893	-1.69999026409524	0.262443625584557
0.474489795918367	0.0162184052632649	1.69993771902271	-1.69982687937927	0.299479833888487
0.530612244897959	0.012275098734801	1.6999885244746	-1.69996730471947	0.337201201428403
0.586734693877551	0.00858822230986567	1.69999718654053	-1.6999917601536	0.375672484158039
0.642857142857143	0.00534246918364822	1.69994032381828	-1.69981982913936	0.414961302461179
0.698979591836735	0.00272070371412303	1.69998575629728	-1.69995553410665	0.455152342182333
0.755102040816326	0.000906286159809255	1.69999569248714	-1.69998605877406	0.496299680586852
0.811224489795918	7.20202395615432e-05	1.6999813255333	-1.69993758498616	0.538467103918959
0.86734693877551	3.28759714591786e-05	1.49435998292815	-1.66300342144749	0.607069983828716
0.923469387755102	2.97561905292509e-05	1.28127597354755	-1.65582254410232	0.686976140102344
0.979591836734694	2.71537842078118e-05	1.11947974485465	-1.68675117253206	0.768457323145426
1.03571428571429	2.50043176707182e-05	0.999467624455399	-1.68446069635538	0.84476175926682
1.09183673469388	2.34011423674296e-05	0.918196715554258	-1.45072090542786	0.899903847010898
1.14795918367347	2.14472405167809e-05	0.831418988585511	-1.677962754577	0.99307235987309
1.20408163265306	1.99010345763861e-05	0.771674900560223	-1.67477010649089	1.06558150943307
1.26020408163265	1.84554191138275e-05	0.723360527890291	-1.66897334810565	1.13706049544174
1.31632653061224	1.70839830945235e-05	0.684075766605841	-1.66330816832745	1.20782307311093
1.37244897959184	1.57742423008145e-05	0.652150311056228	-1.6561036898322	1.27789913476453
1.42857142857143	1.4261128162163e-05	1.68491205300366	0.469129109437473	0.179415723792608
1.48469387755102	1.2816014094752e-05	1.68003469196766	0.495471557553843	0.152717328860486
1.54081632653061	1.16144542350316e-05	1.67202517612353	0.516368130702555	0.126584729847898
1.5969387755102	1.08912896359392e-05	1.30427318608953	0.528563910702337	0.147456112527913
1.6530612244898	1.0112218149394e-05	1.21531314040164	0.541781434944227	0.122240315690121
1.70918367346939	9.46624503006532e-06	1.51464500377365	0.55276350860197	0.0532481392310134
1.76530612244898	9.21024517830382e-06	1.04859579353163	0.557159334030115	0.0417003364147968
1.82142857142857	8.76116662462678e-06	0.552725823406331	0.5695878948315	1.10435933147709
1.87755102040816	7.68170813714164e-06	0.537328299831001	0.599703690103738	1.12629673921137
1.93367346938776	6.65341903383077e-06	0.524381651689504	0.628302291138809	1.16387805191871
1.98979591836735	5.68363667641236e-06	0.511617772569014	0.652285549176142	1.18202268403758
2.04591836734694	4.77570839563235e-06	0.50160186749036	0.676220917322579	1.21472176730438
2.10204081632653	3.93694518452392e-06	0.492907792687703	0.698301455936102	1.2456624312082
2.15816326530612	3.17286157291985e-06	0.484335676957449	0.717131103131122	1.26916005250184
2.21428571428571	2.48723887374958e-06	0.476723343723532	0.734346991842035	1.29255210846046
2.27040816326531	1.88356098329567e-06	0.469901075629263	0.749993485967295	1.31528709776487
2.3265306122449	1.36434287512088e-06	0.463515542027967	0.7638958011858	1.33631865611708
2.38265306122449	9.30728303205619e-07	0.457648977467982	0.776389598699905	1.3565144180599
2.43877551020408	5.82763157175314e-07	0.451976544616078	0.787325260164061	1.37511961028187
2.49489795918367	3.19034820672748e-07	0.446614964810504	0.797040256685568	1.39293484608232
2.55102040816327	1.36832702057887e-07	0.441613917211421	0.805749755706011	1.41033461721645
2.60714285714286	3.2329902754924e-08	0.436516462998258	0.813122631483603	1.42629590567819
2.66326530612245	1.32625022075672e-10	0.43172544236388	0.819718294476611	1.4421299937651
2.71938775510204	3.41347733412434e-08	0.426386669796563	0.824798658060262	1.4560496030388
2.77551020408163	1.26130618616216e-07	0.422429584838292	0.830344443438305	1.47243413246554
2.83163265306122	2.68472486908422e-07	0.41685158641894	0.83357981953918	1.48519345663178
2.88775510204082	4.51371645948662e-07	0.411570600155921	0.836413148176847	1.49850443342987
2.94387755102041	6.64870763222858e-07	0.406405323257587	0.838720952129157	1.51206364397499
3	8.98485116085368e-07	0.399161882974694	0.838681593448552	1.52277183021312
