,num_spins,tf
0,50.0,1.0500000000000003
1,60.0,1.0500000000000003
2,70.0,1.1000000000000003
3,80.0,1.1000000000000003
4,90.0,1.1500000000000004
5,100.0,1.1500000000000004
6,110.0,1.1500000000000004
7,120.0,1.1500000000000004
8,130.0,1.2000000000000004
9,140.0,1.2000000000000004
10,150.0,1.2000000000000004
