,tf,fid,A1,A2,B1,B2
0,0.1,0.8087356988318984,-197.77994604280642,-198.34270715951118,199.0028844653324,-199.79365723753244
1,0.1191919191919192,0.8088256446698601,199.9815421934719,-199.98401480609024,199.96929231830168,-199.9868474696252
2,0.1383838383838384,0.8089789174087232,-199.99614211629546,199.9927641935854,199.99609482228107,-199.9979977640545
3,0.1575757575757576,0.8091778052401867,199.9938656820782,-199.97311258694367,199.99462101328788,199.99394251162187
4,0.17676767676767677,0.8092770846874853,-199.9842736667208,-199.99833708629146,199.98320924669363,-199.99986099674763
5,0.19595959595959594,0.8097060131349573,-199.97091311207402,-199.96148279971007,199.98602640499735,199.99068057106948
6,0.21515151515151515,0.8100121742116025,199.98758629628117,-199.99382155441918,199.99533376148932,199.99851548095066
7,0.23434343434343433,0.8101105959260354,-199.998764400647,-199.9920064241222,199.99723867139247,-199.99284819589306
8,0.2535353535353535,0.8106098272843175,-199.97753445086124,-199.96715025623783,-199.99841872906768,199.98373193132417
9,0.2727272727272727,0.8110625588073975,-199.99307478848056,-199.9669109665525,-199.98456843639386,-199.98762108508797
10,0.2919191919191919,0.811460339530555,-199.98174892514592,199.98733341172849,-103.99007374776846,-199.99982685330642
11,0.3111111111111111,0.8122250724743724,-199.99615031949722,-199.95864926607166,199.98212156490823,199.9938517646313
12,0.3303030303030303,0.8127132138592821,-199.99997231855775,199.9998062321756,199.99988948552925,199.99956448965614
13,0.3494949494949495,0.8133440768298921,199.99985917107222,199.99939815855763,199.99996117219592,-199.9990413193968
14,0.3686868686868686,0.8140627067476172,-165.04837684813128,-199.99916836033756,-199.99986053952296,-199.9997548978807
15,0.3878787878787878,0.8144690655550487,-32.76814947746834,-199.99996923135078,-199.99985188402167,199.9998423091556
16,0.407070707070707,0.8151543666681501,-55.804431801003,-199.99956670514746,199.9999672459745,199.9996949751005
17,0.42626262626262623,0.8168597875320629,-177.33513526566662,199.99998606195578,-199.99969014003435,199.98737161869133
18,0.44545454545454544,0.8188999387229416,-199.99996381250037,-199.999851740978,-154.51540492870606,-199.99963581170414
19,0.46464646464646464,0.8197340998434163,-199.99995245720592,199.99988920384416,-68.22270233801804,199.9993663529721
20,0.48383838383838385,0.8198576830741476,199.9998334387402,199.99999083749708,199.99998884895408,-199.99997124368446
21,0.503030303030303,0.8247365994978298,-199.9999796240581,199.99997070350554,-2.6716974350773075,199.9998702803922
22,0.5222222222222221,0.823122962378505,198.94035767814725,-198.98591850019488,199.99467440322638,-129.857340263359
23,0.5414141414141413,0.8297765173494319,-199.99996249961723,-199.9998273841221,199.99996421454586,199.99988360303757
