,tf,fid,A1,A2,B1,B2
0,0.1,0.7627741238265818,-74.78685772168149,-83.5495505979946,197.56515149034692,199.99905108807383
1,0.1393939393939394,0.7629542410856183,9.115002599088328,-118.10600208751411,20.19291012727536,49.49781486345201
2,0.17878787878787877,0.7633076506919872,-199.39251010409583,-199.9999952987805,9.213003243833313,69.27266476282077
3,0.21818181818181817,0.7636554958181407,-63.24966144976956,189.70074167793388,199.99950315301928,10.736368742777879
4,0.25757575757575757,0.7646238242667205,-199.95846050610044,165.16661928423582,160.0947754496474,-199.99988879322538
5,0.296969696969697,0.7646607717678798,-199.9999569276282,-118.85624850810657,-157.8278228203224,48.81238867345236
6,0.3363636363636363,0.7649778596618647,195.75698679455598,94.54171730082822,-27.091852124869664,94.57541049109241
7,0.37575757575757573,0.7674841009651914,-107.09662923604509,44.103062496559154,199.99999361426995,-117.40792951298535
8,0.41515151515151516,0.7700248139252953,-198.89913247598764,-9.814371089231255,-160.14957917111997,199.99980634142202
9,0.4545454545454545,0.7700911057870599,-199.99996380842938,199.91662680260453,0.8881684029862329,7.807788857101405
10,0.4939393939393939,0.7751841238903481,199.23780960762122,144.99490328538656,199.99978065487224,-79.31181941619066
11,0.5333333333333333,0.7776333433433213,-116.54207971867046,111.17411280851778,199.98493370624325,84.2627170456779
12,0.5727272727272726,0.7820657050848466,-181.13394215709644,-21.698990149210772,199.9999353699725,-21.5619612079839
13,0.6121212121212121,0.7842861099611428,-172.53969102983174,199.9999979103543,-30.193887088956764,-16.18270179139177
14,0.6515151515151515,0.7884343850314105,-199.99999493644737,-39.91467595166678,17.44281714852167,24.982160665722397
15,0.6909090909090908,0.7840006883163858,-65.76806190774661,95.4105881366985,32.3340652399873,-66.09061913500895
16,0.7303030303030302,0.7968026331972082,109.77616278030948,-106.83233495416448,142.78812545257358,-29.19114778406806
17,0.7696969696969697,0.8152322593909589,-199.99999844838993,-97.71626084755428,-140.02716781698882,15.944016713752543
18,0.809090909090909,0.793194644380543,8.510610355257668,21.066281752052134,93.13003446766345,-45.19716744959442
19,0.8484848484848484,0.8049909642537172,9.728579256795122,-33.39618568720883,112.27626990255285,19.867883606732676
20,0.8878787878787878,0.8264308074727569,-153.67562114675965,72.93649764418434,-56.9572434674571,52.188411370369444
21,0.9272727272727271,0.8497826088216677,-142.36170411169437,38.25519984855525,-141.75144819275798,82.1783228031813
22,0.9666666666666666,0.86563658945441,-131.0034223872644,-77.74957767474629,-196.38661173749105,76.25155498721129
23,1.006060606060606,0.8357327642253314,-70.92618675754474,-1.4590966467139583,-121.07857986008844,18.200471678979664
24,1.0454545454545454,0.8454152063901109,-72.11353132852255,-101.00143733571522,59.39950870214602,-48.39083307319752
25,1.0848484848484847,0.8766823015835806,-82.24378961076957,51.00083860408175,-123.93915507610798,26.78937258892606
26,1.1242424242424243,0.8760064464390227,76.70043531252004,-164.09510313801874,199.9999990016856,35.90328101754646
27,1.1636363636363636,0.8736506100384842,-67.3782635869959,-23.31036013651793,-91.64470676736124,-10.26416751985199
28,1.2030303030303031,0.8752452026676745,-49.5030671201014,9.973269279655618,51.566939468491356,-51.3506199804892
29,1.2424242424242424,0.8696621527858461,7.491226499075035,-0.6456745308007485,64.59991079242133,-38.85719830462309
30,1.2818181818181817,0.9031208995328556,-55.54010004852354,54.38507151268492,57.37522569098813,6.526189794101004
31,1.3212121212121213,0.928841409429655,-94.95035083713785,9.456815949377917,-5.495713942185905,42.737052950083175
32,1.3606060606060606,0.88534648110301,-19.06568846203779,-31.659735473930436,6.30629939782361,25.395597712545545
