,tf,fid,A1,A2,B1,B2,nuk0,nuk1
0,0.5,0.0036538638989624802,32.25827770461578,55.31249761153157,199.72134138778267,199.99999655488097,0.20285683084545358,-0.3254911664667073
1,0.5477386934673367,0.003940726600873425,75.61256741388387,19.512104480164105,199.00031058091514,199.9999996749345,0.37121615586589884,-0.4353902843441655
2,0.5954773869346733,0.003917463378661148,-134.17477156142402,-199.99993840814557,199.99999986982812,110.17217781286615,0.2707634018005627,0.1289434758580995
3,0.6432160804020101,0.004208236070070407,-173.1344239259559,82.43034815313618,82.53915638723963,-199.99999899549755,0.09070885662410655,0.48205247480680025
4,0.6909547738693467,0.0057573624785075056,-175.7772774546006,-23.91332193854793,199.9999999467392,156.55234474767755,0.17211537127787035,-0.372051609981506
5,0.7386934673366834,0.005492741454478416,199.99988796298143,26.45772459143126,199.9541762267499,-10.766156702933685,0.4071121111433331,-0.332778501627333
6,0.7864321608040201,0.00733074005472005,-199.99999916286305,-77.78077026089562,-41.69619573866805,199.66503509382716,-0.2502355220328374,0.22452577653880046
7,0.8341708542713568,0.007960781531140559,-111.7999803231494,115.21572327372056,199.99999996998713,12.972034464032898,0.1894236484711257,-0.21759926956057496
8,0.8819095477386935,0.004878404290590599,37.14286945000473,-199.99999327491497,14.216655310800741,-199.99999383163293,0.17003153130830906,0.00768578635205619
9,0.9296482412060301,0.015747227782777887,-168.3163345564132,199.99997022360887,199.99999870834557,-25.85068471170598,0.0476359238555204,0.4229020673277689
10,0.9773869346733668,0.040502726382693525,-199.99997989632723,67.07377542853467,-189.89647821630794,199.99998647495948,-0.44802284437624906,-0.27421462645121353
11,1.0251256281407035,0.03973093716287303,-198.82947942435763,177.1453679656691,-59.75591967470261,-147.96936576830313,-0.3202108247322162,-0.16268785732431246
12,1.0728643216080402,0.03715599811114387,199.57836059020582,-10.036726529114727,199.99997919271777,83.83130857805843,0.2787659567312821,-0.3536813162854471
13,1.120603015075377,0.01458130467995925,-65.74896960665956,-147.42774387698358,131.28987821283425,159.88469369359342,0.144207594049379,0.4295352792779493
14,1.1683417085427137,0.02831967694248233,69.96985788346173,2.0574677241888426,-23.230110561413397,199.9999983484125,0.17317217893755543,-0.37486330614709673
15,1.2160804020100502,0.06220412036536021,5.350147436105891,2.7375124393501578,199.9999991988915,28.329849349694747,0.14404027918559958,0.1718729517466413
16,1.263819095477387,0.12611208955301859,-198.7424483737073,-43.823918947125755,-43.14841889804076,-140.1226657514504,-0.28423728085385613,0.3805526794114067
17,1.3115577889447236,0.1480419745825143,-3.752497154681172,-109.14610368614024,197.03743391964915,151.36423443644895,-0.022696046644391066,-0.3431694947443562
18,1.3592964824120601,0.0699126257938318,160.0748089086126,24.420615870966582,91.86586690638794,-1.365066103415267,0.3558853151817817,-0.353681691366888
19,1.4070351758793969,0.17366267948131986,30.639800068310002,2.5690075453252565,-10.564001405300171,199.99999037034706,0.18486023072666757,-0.4341073473153907
20,1.4547738693467336,0.1575256040511769,199.99999959894944,26.484837132931865,106.6979253567862,64.97333531266972,0.32417481076646526,0.07280563850422928
