,fid,tf,y0,y1,nuk1,nuk2,A1,A2,B1,B2
0,0.03849356327984125,0.01,-5.0,5.0,0.15319757508828646,-0.21264281951970287,-0.22293067811320372,0.11100862608235396,-0.8307362836264784,0.3845820310514445
1,0.03885464468928917,0.03503759398496241,-5.0,5.0,0.37524009430971417,-0.351552810751674,-0.10358436525835764,0.1806464668082829,0.13067246273030858,0.6668495648819391
2,0.03962362267219005,0.060075187969924816,-5.0,5.0,-0.003865326153715931,-0.4662935426140813,0.3794980399619626,66.91862564275782,-3.21682679632987,199.99936958440213
3,0.04083164750746232,0.08511278195488721,-5.0,5.0,0.17241044349160528,0.06352113423851968,176.9344713572994,3.4299184622143426,199.70557727310108,-199.99849903891968
4,0.042405570935038606,0.11015037593984962,-5.0,5.0,-0.25195723097122424,-0.47731075886798313,-8.034867425389006,26.42944137849876,-5.738160261683913,199.9996838123372
5,0.04436457286216657,0.13518796992481205,-5.0,5.0,-0.05760215851447792,0.03800547387564346,-74.4994751000406,-4.555426186709077,-2.02193708799266,-199.9996930421182
6,0.04677547768334869,0.16022556390977444,-5.0,5.0,-0.14140186574650482,0.04387981394318974,198.17913895739343,-41.457856130218204,188.87046804851337,-199.99997592132115
7,0.05010961629182888,0.18526315789473685,-5.0,5.0,-0.499521400809675,-0.4774120687910387,199.99997204483526,139.2221468024506,-79.58142371556045,-22.99616203609753
8,0.052880916061180484,0.21030075187969927,-5.0,5.0,0.11064235365780917,0.17500920140387954,199.8954033230267,199.9999204632424,1.0162290830682164,172.97061317476084
9,0.056138856176159095,0.23533834586466168,-5.0,5.0,-0.1658178886315792,0.18092848375915205,-79.8451832077787,40.336689357937814,170.37899001720024,199.99996861249798
10,0.0609336149360079,0.2603759398496241,-5.0,5.0,-0.13472071115620554,0.22777267745024776,-174.06964369874748,199.99999568960789,199.82852511650117,144.57385504422757
11,0.06714566114652223,0.2854135338345865,-5.0,5.0,0.1161396237838922,0.27887582529674626,10.265121744770678,-71.60951242151089,199.99999102709882,-199.9902866501966
12,0.07160649172850475,0.31045112781954887,-5.0,5.0,-0.010338520210297686,0.49304797635832287,-2.7942304501625883,-198.2727316126817,199.99999968959509,-13.736459025400537
13,0.0819841548436271,0.3354887218045113,-5.0,5.0,0.34866539415318965,0.14341558339030636,199.99998655742053,-4.724690852353801,16.364647322658435,27.13695955423749
14,0.10648692452055576,0.3605263157894737,-5.0,5.0,0.292868539078195,-0.40713567744190793,199.99998587524743,177.79961817565209,107.80245352782194,199.99992644222283
15,0.08759458204951494,0.3855639097744361,-5.0,5.0,-0.23227824594372193,0.303782670938998,-3.626991645149521,199.9999956008599,-36.61308360613138,-42.83014565791669
16,0.11626522943095607,0.4106015037593985,-5.0,5.0,-0.17912009782205363,-0.19916798724160112,-78.95666279581323,199.99797210574732,43.62034778018857,-199.99995022924048
17,0.1234430991585287,0.43563909774436094,-5.0,5.0,-0.2954772392842947,-0.4133336455128136,198.3577903221235,18.195066609333537,-44.471585113093376,199.9999958340781
18,0.10845540040340944,0.46067669172932335,-5.0,5.0,-0.10130633974103664,0.32801814187077727,37.76116214304423,199.99993662400885,-19.73080806742479,-120.62618980577463
19,0.1753556770519794,0.48571428571428577,-5.0,5.0,0.46963967040945165,-0.3843549494609748,199.50997430402603,5.890551496164123,-26.305202645380945,199.99998094525836
20,0.19218702282370523,0.5107518796992482,-5.0,5.0,0.23358535597792018,-0.2744262742654421,-14.412060086458052,199.99996447973788,199.93015540397113,-138.59319711707334
21,0.18440956679767664,0.5357894736842106,-5.0,5.0,0.3243974218740915,0.06241322807509342,82.30379620470036,-199.64722057239965,139.4365563242893,-199.99834462820473
22,0.15884532583675165,0.560827067669173,-5.0,5.0,0.1817349280823699,-0.4973691994602508,6.259812161659573,-20.345547890288017,0.35601259072085023,199.99998583694864
23,0.16801728448551911,0.5858646616541354,-5.0,5.0,0.02918399509420677,0.27865396320753133,-8.584509345826953,52.24784803545128,199.99985847068385,199.99996671357138
24,0.26753465419628,0.6109022556390977,-5.0,5.0,-0.0034344360188220957,-0.13455261917036643,-8.051287429971527,199.9999973295569,6.445055739151343,-199.99986550694427
25,0.18164012710652774,0.6359398496240601,-5.0,5.0,-0.07820802910216729,0.49037032849879936,3.2514969144775296,194.81827825736616,184.18930199857084,-199.99997309241445
26,0.24066907194837925,0.6609774436090226,-5.0,5.0,-0.42940408515121664,0.3817698666955629,199.9999929343116,-9.594377792084936,-9.0987506482235,68.81885685083739
27,0.3506168814799741,0.686015037593985,-5.0,5.0,0.39477042383296634,0.45576117298443697,199.99999383013477,49.00558543348521,90.7392068923494,-194.2356798498236
28,0.2771260764222904,0.7110526315789474,-5.0,5.0,-0.16545139047369428,-0.11968951453494192,100.04890242642705,199.99999760695079,21.93115592351815,3.7182443996675234
29,0.393583989118204,0.7360902255639098,-5.0,5.0,0.4023117298866572,-0.3550220955352186,199.99999933909146,0.840011073811993,103.11783860730014,-20.376412352065834
30,0.33209267850987007,0.7611278195488722,-5.0,5.0,0.09621808483956817,0.25018946732381864,73.28591013136432,-58.22583041273565,199.99999864047203,16.38466022432442
31,0.5133357858929951,0.7861654135338346,-5.0,5.0,0.3282014611367625,-0.47571766263766413,199.383641457983,27.94794146721737,120.9201039272138,184.9847604821075
32,0.5417161708393102,0.811203007518797,-5.0,5.0,0.2205029416682348,-0.25794314970958976,141.1536656571947,102.05423770671038,199.99906868491695,-22.083023695196395
33,0.2794776516487917,0.8362406015037595,-5.0,5.0,-0.23178989868039324,0.1720418813516379,63.14329242741023,-97.76739313481839,35.65812771471778,-120.16402084237977
34,0.45528185379714814,0.8612781954887219,-5.0,5.0,0.0916659095272907,0.1706565140998405,64.32279323684942,-103.88138204250953,199.85937317846066,-5.056045611401134
35,0.5370554487008418,0.8863157894736843,-5.0,5.0,-0.31990914507264523,-0.16059822927901946,-29.30157418106358,192.00234084939694,15.488283014962683,-128.65234371350098
36,0.617835952374255,0.9113533834586467,-5.0,5.0,0.2100358201187792,-0.3410629108298874,-9.939011266373601,199.99991300230835,45.675760070457656,81.73683519723744
37,0.40517747762017486,0.9363909774436091,-5.0,5.0,-0.25506170421907226,0.09255857831594005,103.24187912981085,64.77603738335402,19.396404573846382,-41.39559453612017
38,0.6558621857303022,0.9614285714285715,-5.0,5.0,0.32722358694063414,-0.047871453953358345,191.98219189348342,-5.660545028012989,115.80877813517651,18.257630001750556
39,0.4038923350959959,0.9864661654135339,-5.0,5.0,-0.18004137866355174,-0.45523128004997304,191.13759923096637,-92.30677296572652,-25.571180555347787,6.207639673276729
40,0.664879424798676,1.0115037593984963,-5.0,5.0,-0.0637012804526419,-0.2076057702502403,-11.553858461048133,142.07142492193765,57.021407448218895,-38.74643800187288
41,0.7102129348285665,1.0365413533834587,-5.0,5.0,0.4750937304151539,0.4905623540873548,167.24920746418763,-3.71873463620778,13.114943371693744,62.53210854588311
42,0.6302709017353771,1.0615789473684212,-5.0,5.0,-0.30829161711382846,0.42671452549504907,146.93747681035546,75.89987768868623,-101.02148712362663,-153.04150898485227
43,0.40037634888318474,1.0866165413533835,-5.0,5.0,-0.19137997557618047,0.381228513521521,66.27267973330211,-25.671965078582442,12.149818507490139,31.7317147298485
44,0.7358744562207158,1.111654135338346,-5.0,5.0,-0.06428771740701789,-0.2264034148631201,-8.96003803500026,116.86594489210418,31.36300126521361,-21.803710194891877
45,0.6270085280272872,1.1366917293233083,-5.0,5.0,-0.09200026619328772,0.03003833403962597,-43.164057649621526,-25.315915878147642,145.16079031374383,-132.5441286155862
46,0.7854868517393905,1.1617293233082708,-5.0,5.0,0.34121843421269515,-0.34715535241267537,199.99635415984392,-88.5403298440292,72.74436874989397,-24.54219100093411
47,0.7725112192627968,1.1867669172932331,-5.0,5.0,0.09436532763957572,-0.10860819439010982,25.905890747212055,40.5197192385424,84.83066543696697,-49.882278943662904
48,0.8139341318937772,1.2118045112781954,-5.0,5.0,0.3869620271999519,-0.32940024364598275,95.47647145822891,8.655171923910476,47.260363986941954,-7.308140212033326
49,0.8270318532320065,1.236842105263158,-5.0,5.0,0.3538468611838771,0.019399475041374736,97.50458182022888,0.1867228585884474,48.2039953476819,1.3810411938891174
50,0.5569509821406448,1.2618796992481203,-5.0,5.0,-0.049157659073482796,0.24480120337980715,52.50514614623891,25.672931890493405,20.297617644744484,-33.02011836094587
51,0.48302167979092125,1.2869172932330828,-5.0,5.0,0.17872512590947265,0.3024159775900792,-19.692114445563938,-54.41942047050781,-10.709523145242375,39.13451754930732
52,0.8288389929834445,1.311954887218045,-5.0,5.0,0.09678244508876988,0.20435967474579975,41.490730571331866,-58.41481719767357,132.22569107650634,-17.22945636737554
53,0.78396163456585,1.3369924812030076,-5.0,5.0,-0.3277302938064256,-0.23265839850208947,-1.0175306986733745,13.165401054992376,-63.46596347283644,-54.41787991898357
54,0.7938975229385695,1.36203007518797,-5.0,5.0,-0.404033553823824,-0.08785538675494176,15.12065515693163,27.488220897875905,-4.702085389857251,-44.62701999519304
55,0.613641661999638,1.3870676691729324,-5.0,5.0,0.013749108672739374,0.19522846148566242,-0.39158336701414503,-31.55976085381973,-60.676200450195594,-15.644266634928357
56,0.8569874583464866,1.4121052631578948,-5.0,5.0,-0.3931132422444408,-0.13818635590064554,8.888497224967239,42.18620200587829,-3.1011895470290254,-35.715694599458836
57,0.8976736089983373,1.4371428571428573,-5.0,5.0,0.17526309577295318,-0.011089694061170996,35.304915812841095,2.0446974313369424,57.50601545580556,-29.22173077253129
58,0.9270460511474617,1.4621804511278196,-5.0,5.0,0.4679079331740781,-0.4408608633674378,66.22348758054808,-0.8092950094780659,6.696337624808842,-2.071123381357493
59,0.9472185728581621,1.487218045112782,-5.0,5.0,-0.11575650950942762,-0.30492616455131083,8.114504478540162,62.64778296322317,-19.297281729663666,23.501989729827812
60,0.9653287583438043,1.5122556390977444,-5.0,5.0,-0.34338114919466856,-0.3533431037023681,32.84704597484014,32.69609899226474,-6.652389647071436,37.416772960995786
61,0.8375698183911597,1.537293233082707,-5.0,5.0,-0.26911401724112305,0.00042327673199460403,2.6555671668093774,-28.988210602072634,-31.198191381456226,-12.29924223978465
62,0.977107027424965,1.5623308270676692,-5.0,5.0,-0.3943033240546924,0.247037650112227,76.8067532364127,66.72237598576208,-26.4853539123666,1.2369432747714004
63,0.8299944555131367,1.5873684210526318,-5.0,5.0,-0.01821612831721031,0.006521670155356318,22.040654595847386,32.043521776392126,-9.899322429780392,-20.89299298753349
64,0.9711548190484187,1.612406015037594,-5.0,5.0,0.4138252469133512,0.15136034638837437,51.135704605693974,-2.1446286240966868,14.192224514437175,-1.5313528581837146
65,0.9796732449278984,1.6374436090225564,-5.0,5.0,0.37400485020962215,-0.43663958997326646,58.484222017011135,-0.7429427184527384,35.911189978167904,-24.664844374833137
66,0.9975566798636292,1.662481203007519,-5.0,5.0,-0.3073439897432274,-0.3680758682452051,20.84140883780905,33.820246357600524,-14.417400195785401,31.00056781420167
67,0.9890784310522546,1.6875187969924812,-5.0,5.0,0.39263623303816,-0.4338767510264733,60.6573418700924,-10.080981662505256,21.26685730008202,-22.84085659377851
68,0.8301672828869536,1.7125563909774437,-5.0,5.0,-0.3375382502704295,0.21031687279428724,22.26088901299384,-2.2032697897902365,0.6715291808217341,-16.973694196073822
69,0.9878815481317674,1.737593984962406,-5.0,5.0,0.04280856390450938,-0.2001288969638062,0.5370260636171952,37.4264800678663,3.9788440925469866,-12.129061875620032
70,1.0000000078158564,1.7626315789473685,-5.0,5.0,-0.16368750970182033,-0.45173435732202893,6.4583608331005316,38.54410808050899,-52.437096520423694,55.73825355013396
71,0.9792425926777786,1.7876691729323309,-5.0,5.0,-0.344772458532171,0.49666333256133544,35.18966430024032,0.6333983585238926,-18.663490050444896,-29.995922486847846
72,0.8399372282574054,1.8127067669172934,-5.0,5.0,0.459650920753509,0.3834174490826713,-1.044918562634056,-10.579930267386146,-25.1805082495812,-25.17020141330229
73,0.984095206241303,1.8377443609022557,-5.0,5.0,0.12035054246633148,0.06749158905498909,15.043866401121964,-10.00632087123394,37.87241655500564,-22.174109622979728
74,0.9949564909502325,1.8627819548872182,-5.0,5.0,-0.10638335424883072,-0.34869406605945774,-21.421391199587717,42.3394357123688,-41.39156619593692,-11.005806258635229
75,0.9708926318593085,1.8878195488721805,-5.0,5.0,-0.42591789907444444,0.07060596903574556,46.81278319460408,9.572526133604057,-11.096082653068091,20.14476089637155
76,0.8687501702094537,1.912857142857143,-5.0,5.0,-0.19278508739229216,0.2869424472700822,5.5889930068974764e-05,-26.37877929417497,-1.9209395084843615,8.589981995957075
77,0.9495936436250755,1.9378947368421053,-5.0,5.0,-0.04703411955432446,0.0819599081513247,-2.8173964334707042,-16.969198856311216,-7.178553320613462,-15.852486947508467
78,0.9361978989617626,1.9629323308270679,-5.0,5.0,0.3698494006582853,0.17463152240636604,-6.514076446780409,-24.773567394026955,-2.822883484168953,-12.697482582120097
79,1.0000000054765992,1.9879699248120302,-5.0,5.0,-0.4661891714323203,-0.33345638034883107,11.058198490737635,11.79031435555989,18.553468576869932,26.40079580819884
80,1.0000000057750476,2.0130075187969925,-5.0,5.0,-0.1733197218713839,-0.3034842418601196,0.06172970582747643,18.65870635890343,-25.6360474168233,-6.375994123529195
81,0.9826397893245643,2.0380451127819548,-5.0,5.0,-0.33074198745176064,0.08202055143928777,12.663523896462717,2.8419012852850973,0.00019717885011872742,-13.451692709160838
82,0.9093391155149332,2.063082706766917,-5.0,5.0,0.31693011431383356,0.19177690219783605,6.183189137523671,-0.17735815565719038,-9.207828354005585,-20.001944876199133
83,1.0000000050969264,2.0881203007518794,-5.0,5.0,-0.08520194311047857,-0.33330590260798554,-26.891329029793003,27.157918432928692,-29.56855851327348,-21.583596435528243
84,1.000000006358225,2.113157894736842,-5.0,5.0,0.29615807779548275,-0.4502703614719592,3.61447981513043,29.942120175071533,58.44516304910894,-55.10146431224837
85,0.916240120278558,2.1381954887218044,-5.0,5.0,0.4915303123079263,0.4868869850587473,-6.062551191564252,-4.981898140939096,-1.123303131627981,24.84356034262113
86,1.000000007447568,2.1632330827067667,-5.0,5.0,0.13944825357757262,-0.0653743572850145,-1.2969981374642776,13.313091159954972,-11.0744827231998,-17.809210520370236
87,0.9242493376273873,2.188270676691729,-5.0,5.0,0.3101989673779735,0.49948000212846555,-5.748057795733276,8.777917044526546,-0.8139290569521147,21.796839722515315
88,0.9900749694626735,2.213308270676692,-5.0,5.0,0.3613144483668934,0.18878867465031168,1.0093408873102225,-18.275984759773223,0.4707015693091354,-7.395183415830756
89,0.9578639571085802,2.238345864661654,-5.0,5.0,0.11271942575866489,0.3631871082290804,-1.0727733064281055,-14.684900117515586,-2.9063646126619718,12.646074444135198
90,0.9755974446243385,2.2633834586466164,-5.0,5.0,0.15851279463492218,-0.2839747489065697,-38.69097003087896,9.815732206199977,7.998282503186404,-29.992640391856746
91,0.9653056893611338,2.2884210526315787,-5.0,5.0,-0.2556633075121931,0.35537125839244077,10.966916421241358,-5.459594581990576,-0.011139809915497493,-8.908183494163534
92,1.0000000068567694,2.3134586466165414,-5.0,5.0,-0.22418903954899871,0.0648112125919812,10.881355422619825,2.0001733956031718,-7.142077465291187,-10.799473427469762
93,1.0000000047883475,2.3384962406015037,-5.0,5.0,-0.19981513020991104,-0.21235558146561184,0.31381959364227474,-2.9330610354759257,-24.458544069114502,-12.215342923812646
94,0.976709335986232,2.363533834586466,-5.0,5.0,-0.12817337523491357,0.44726348371761204,-5.271943521658454,-0.34614810266619905,8.070422808956245,26.08768710315951
95,0.9908190283216023,2.3885714285714283,-5.0,5.0,0.23290901508647188,0.32699423820198126,-0.36382650355185775,-15.31602851533195,-0.405994574706784,8.046042786026486
96,0.9904745774641733,2.4136090225563906,-5.0,5.0,-0.19048712596654038,0.3676679166356154,-5.451408077214249,11.755219714841612,-15.294714302958907,-17.607995799319003
97,1.000000007449572,2.4386466165413534,-5.0,5.0,-0.4916725766736313,-0.34501517330586406,10.278407378386504,-1.2393478757616199,0.7415633408478319,-0.3294244887358432
98,1.0000000078614781,2.4636842105263157,-5.0,5.0,-0.48378864228083385,-0.30628562514532864,-5.828897858247588,20.86667259428267,-1.35963008544351,-8.713153175133437
99,0.8352501420659925,2.488721804511278,-5.0,5.0,0.3715589387137894,-0.3897530138211255,2.840433011627884,-15.213215387466125,4.004648314146889,-24.417008470969655
100,0.9985653894154405,2.5137593984962403,-5.0,5.0,-0.1985497986390038,0.3570725853643856,-1.8929572680200026,-14.376935526329243,2.630656769931181,11.454323795533746
101,1.0000000063865206,2.538796992481203,-5.0,5.0,-0.4124275800217193,0.059495523584419785,5.913198084811114,0.19541933469522174,1.002777636527051,-3.424940594972903
102,1.0000000058386718,2.5638345864661654,-5.0,5.0,0.4064770746597792,0.11542956751906086,-0.3456242481604269,-6.307346987950308,0.013496639274826966,-6.8696175663630505
103,0.9999407740956814,2.5888721804511277,-5.0,5.0,0.06273324726773388,-0.12618687476115387,-16.123262749079277,-10.800130246793142,5.712693107958831,-3.722471753552651
104,1.0000000062545227,2.61390977443609,-5.0,5.0,-0.168848807299657,-0.09049813974572885,10.406812777790595,3.5607618175339573,1.116279288773173,2.894798521776893
105,1.0000000058407976,2.6389473684210527,-5.0,5.0,-0.09535083635973274,-0.040127206644280045,-10.408155322245252,-6.4699447828709165,-7.974122611970053,3.83084861327779
106,0.98187381760479,2.663984962406015,-5.0,5.0,0.25659402988145696,0.2788107792961141,-12.741157419328388,4.443462666308344,2.0267102937579207,7.019848065290301
107,0.9999925135162451,2.6890225563909773,-5.0,5.0,0.0707713745341303,-0.3067086424318167,-5.165400623736966,2.2467801955000852,13.58244289438758,1.1923619816960924
108,1.000000006222677,2.7140601503759396,-5.0,5.0,-0.3125098592379162,0.2972658826332123,7.702701948795928,0.0522211949201309,-0.3356371305657672,-2.5290197485551427
109,1.0000000058719691,2.7390977443609024,-5.0,5.0,0.12377469921184969,0.4853344674178188,8.749298271368337,-11.23909662722086,6.4951400075015835,2.6616546794684393
110,1.0000000068399149,2.7641353383458647,-5.0,5.0,-0.3080003844886442,0.3710302164495126,3.4179501261573657,-5.564069100528822,-0.010550228535080067,2.1239624967973256
111,1.0000000069357564,2.789172932330827,-5.0,5.0,-0.3100583141926163,0.3161149436741607,1.2220842434907784,-0.7677918560671628,-5.148859463273778,3.112995663345093
112,1.0000000062903402,2.8142105263157893,-5.0,5.0,0.06083730099590201,-0.3430128645443511,-1.4548102859771261,6.878804470889306,-19.266671805934138,6.906369904191662
113,1.0000000069437638,2.8392481203007516,-5.0,5.0,0.33517658223095814,-0.2856306878486409,-30.55343048722075,36.33364976219792,-53.695260702109955,39.17850261725644
114,1.0000000073346262,2.8642857142857143,-5.0,5.0,0.4613572364307347,-0.3976896633936835,-1.740106327958522,14.715406268016586,5.433141552547626,0.3847976175469274
115,1.0000000063606556,2.8893233082706766,-5.0,5.0,-0.1562936766758387,-0.12727303966976233,3.776383099135603,2.674383402974156,-3.9172663931906726,-1.5227817815677551
116,1.0000000063094885,2.914360902255639,-5.0,5.0,0.4263263666358834,0.23873968131961953,-8.577650386969935,-9.625487553874198,-1.5687383015019076,-0.06919828246226585
117,1.000000006416824,2.9393984962406012,-5.0,5.0,0.16878304109175457,0.09793554304623564,-4.237718964602363,-5.189429174872414,2.132413301507377,-0.4688316441858212
118,1.000000007891538,2.964436090225564,-5.0,5.0,0.06646748850635575,0.12913003396799916,4.483697055680434,-0.1500404354374947,8.884784339549992e-05,-5.131199944151861
119,1.0000000062572147,2.9894736842105263,-5.0,5.0,-0.20643594762574735,-0.07771082461717893,3.5984957635602166,-0.023469213197296935,-5.5456436426541345,-0.4359237274361486
120,1.0000000055958203,3.0145112781954886,-5.0,5.0,-0.0629054177574887,0.15274960530270487,1.9435120828919503,-0.38674805111738186,-9.0767367284991,-0.36978651515802946
